2452116.77700 18.743 0.067
2452128.66294 18.747 0.053
2452131.63897 18.763 0.060
2452135.54878 18.717 0.044
2452143.61768 18.765 0.061
2452162.60978 18.785 0.061
2452170.51603 18.822 0.058
2452183.53291 18.896 0.101
2452184.58882 18.833 0.089
2452195.57081 18.776 0.078
2452200.54505 18.698 0.085
2452326.87646 18.871 0.079
2452346.81954 18.784 0.057
2452360.82984 18.779 0.050
2452371.78653 18.727 0.047
2452380.79103 18.900 0.078
2452384.76303 18.794 0.054
2452388.76663 18.778 0.064
2452390.73650 18.704 0.073
2452397.89483 18.785 0.059
2452401.69721 18.763 0.052
2452403.75846 18.687 0.042
2452405.69430 18.726 0.059
2452410.79348 18.599 0.042
2452415.69578 18.740 0.065
2452417.77301 18.767 0.061
2452425.86003 18.846 0.078
2452431.70717 18.824 0.067
2452433.68208 18.758 0.057
2452434.82794 18.691 0.048
2452436.61723 18.787 0.059
2452438.63287 18.769 0.053
2452440.61424 18.807 0.054
2452443.64911 18.733 0.060
2452445.54422 18.834 0.074
2452452.61603 18.673 0.059
2452458.75200 18.934 0.066
2452462.66849 18.778 0.045
2452464.53586 19.015 0.085
2452467.46181 18.780 0.110
2452469.47238 18.715 0.058
2452471.76286 18.779 0.051
2452473.46102 18.933 0.107
2452483.51577 18.787 0.047
2452485.71051 18.776 0.079
2452490.49245 18.745 0.055
2452492.72894 18.862 0.100
2452495.51993 18.886 0.070
2452497.58098 18.726 0.046
2452499.61825 18.838 0.056
2452501.64515 18.814 0.051
2452511.62418 18.988 0.094
2452518.57497 18.862 0.059
2452521.57089 18.679 0.051
2452535.49993 18.815 0.083
2452539.59638 18.796 0.069
2452540.57449 18.786 0.083
2452545.52638 18.886 0.064
2452550.56303 18.645 0.091
2452555.52547 18.638 0.068
2452561.54979 18.921 0.098
2452571.49218 18.852 0.118
2452701.88541 18.737 0.056
2452712.88261 18.742 0.056
2452727.84517 18.696 0.041
2452732.85910 18.732 0.060
2452743.85077 18.755 0.045
2452748.88249 18.756 0.074
2452755.87323 18.756 0.056
2452759.86459 18.836 0.058
2452765.89102 18.848 0.056
2452769.93257 18.821 0.057
2452782.80453 18.881 0.078
2452784.79775 18.865 0.049
2452786.68835 18.884 0.077
2452788.84028 18.732 0.044
2452790.88687 18.772 0.058
2452792.53916 18.855 0.098
2452794.68055 18.754 0.061
2452796.61795 18.768 0.045
2452802.67512 18.880 0.077
2452808.72260 18.765 0.064
2452810.64133 18.734 0.053
2452812.61827 18.796 0.056
2452813.70724 18.918 0.064
2452815.64681 18.810 0.059
2452816.78195 18.846 0.065
2452817.79130 18.728 0.081
2452819.56609 18.693 0.052
2452821.55506 18.879 0.063
2452830.59072 18.778 0.118
2452835.52265 18.768 0.084
2452836.75073 18.807 0.069
2452838.64704 18.790 0.064
2452840.57174 18.754 0.046
2452842.62203 18.739 0.054
2452844.68250 18.783 0.047
2452849.50739 18.783 0.071
2452851.61198 18.745 0.050
2452853.62264 18.749 0.047
2452856.50045 18.831 0.066
2452858.47210 18.830 0.082
2452859.53723 18.747 0.085
2452860.59087 18.717 0.068
2452863.67789 18.824 0.071
2452867.58418 18.812 0.056
2452870.66241 18.751 0.053
2452874.65093 18.843 0.077
2452878.54303 18.773 0.046
2452884.61447 18.797 0.064
2452893.64224 18.694 0.047
2452896.50503 18.882 0.067
2452901.52059 18.915 0.086
2452906.64514 18.778 0.075
2452910.64012 18.787 0.101
2452912.62451 18.952 0.094
2452924.54778 18.734 0.056
2452934.56464 18.745 0.078
2452942.52539 18.845 0.079
2453048.86478 18.807 0.062
2453056.89746 18.706 0.086
2453060.89891 18.785 0.066
2453066.89227 18.692 0.048
2453069.84490 18.813 0.071
2453071.85250 18.760 0.055
2453074.84012 18.678 0.047
2453076.87738 18.810 0.064
2453078.88694 18.589 0.054
2453081.78737 18.818 0.054
2453083.90634 18.730 0.042
2453086.73320 18.762 0.046
2453088.73687 18.626 0.043
2453090.83635 18.653 0.041
2453092.81157 18.707 0.071
2453097.77434 18.652 0.065
2453099.76862 18.520 0.073
2453101.71076 18.532 0.077
2453103.71482 18.447 0.058
2453106.74065 18.336 0.054
2453107.85392 18.099 0.034
2453109.69058 17.949 0.028
2453110.70124 17.912 0.032
2453112.70172 17.887 0.027
2453113.74490 17.901 0.020
2453114.91916 18.001 0.023
2453115.74204 18.071 0.028
2453118.72710 18.335 0.049
2453122.75316 18.518 0.058
2453124.92969 18.517 0.066
2453126.66871 18.559 0.047
2453127.67073 18.592 0.051
2453128.68917 18.539 0.045
2453129.66857 18.680 0.058
2453130.83103 18.610 0.060
2453131.83050 18.776 0.076
2453134.63782 18.701 0.067
2453135.70410 18.515 0.047
2453137.81209 18.588 0.057
2453138.91599 18.776 0.061
2453139.69994 18.734 0.044
2453140.66744 18.760 0.049
2453141.83111 18.794 0.047
2453144.66336 18.715 0.050
2453145.73116 18.749 0.053
2453151.62013 18.944 0.088
2453152.62905 18.808 0.052
2453153.63045 18.948 0.075
2453153.92100 19.064 0.088
2453154.70666 18.786 0.060
2453156.61479 18.812 0.080
2453158.65524 18.915 0.091
2453162.67238 18.725 0.048
2453163.59063 18.900 0.055
2453163.91201 18.778 0.067
2453164.58406 18.873 0.050
2453165.58380 18.827 0.055
2453166.79461 18.924 0.091
2453167.80928 18.749 0.059
2453168.62489 18.828 0.056
2453169.59517 18.683 0.042
2453170.69007 18.776 0.044
2453171.60801 18.769 0.049
