OGLE-2014-BLG-0125

Field          BLG512.24
StarNo         221240
RA(J2000.0)    18:00:44.58
Dec(J2000.0)   -28:20:10.7
Remarks        

  Tmax   2456710.351     0.213
  tau         10.818     0.295
  umin         0.640     0.009
  Amax         1.793     0.020
  Dmag         0.634     0.000
  fbl          1.000     0.000
  I_bl        19.169     0.001
  I0          19.169     0.001
