event_id,year,final_loss,fit_t0,fit_tE,fit_u0,fit_fbl,fit_I0,true_Tmax,true_tau,true_umin,true_fbl,true_I_bl
2011_0349,2011,0.002240515314042568,2455687.75,3.0812206268310547,0.8329998850822449,0.7796855568885803,18.349794387817383,2455687.94,8.848,0.236,0.127,18.376
2011_0350,2011,0.039838653057813644,2455776.5,0.20727859437465668,1.1721605062484741,0.6418037414550781,19.237218856811523,2455688.448,8.46,0.11,0.219,19.231
2011_0355,2011,0.0017889345763251185,2455715.5,24.93625831604004,0.5575971007347107,0.9620393514633179,18.262327194213867,2455713.04,46.362,0.213,0.258,18.288
2011_0384,2011,0.02920548804104328,2455696.0,5.031267166137695,0.04867030307650566,0.43341267108917236,18.808427810668945,2455696.199,4.148,0.028,0.717,18.728
2011_0392,2011,0.000909673806745559,2455726.75,37.03076934814453,0.09234615415334702,0.2624368667602539,17.868797302246094,2455729.612,20.362,0.215,0.907,17.84
2011_0487,2011,0.00312318978831172,2455743.5,2.345154047012329,1.725806474685669,0.7417194247245789,18.036090850830078,2455725.868,44.372,0.349,0.09,18.066
2011_0499,2011,0.0006051326636224985,2455744.75,16.619844436645508,0.7272301912307739,0.7863404750823975,17.407955169677734,2455743.724,28.682,0.257,0.171,17.409
2011_0507,2011,0.0005553503870032728,2455753.75,17.175167083740234,0.8446400165557861,0.8566802740097046,17.14435577392578,2455750.891,39.458,0.211,0.108,17.152
2011_0536,2011,0.004166480153799057,2455761.5,78.19914245605469,0.6067448854446411,0.9133546352386475,18.846885681152344,2455750.288,58.849,0.246,0.114,18.545
2011_0550,2011,0.007877142168581486,2455734.5,9.56069278717041,0.6048505306243896,0.9640216827392578,19.316802978515625,2455735.698,16.625,0.291,0.305,19.306
2011_0554,2011,0.0008050937321968377,2455747.0,3.546917200088501,0.7583197951316833,0.7005105018615723,17.60498046875,2455747.134,22.978,0.068,0.037,17.633
2011_0561,2011,0.004137327894568443,2455624.75,302.8662109375,0.008549538441002369,0.015180228278040886,17.200044631958008,2455623.739,38.838,0.051,0.123,17.193
2011_0568,2011,0.001670690719038248,2455625.75,9.791121482849121,0.12897822260856628,0.8437730669975281,17.639535903930664,2455626.238,10.143,0.103,0.711,17.65
2011_0626,2011,0.017936475574970245,2455690.5,9.61847972869873,0.4636315703392029,0.9742459058761597,19.271587371826172,2455693.188,21.968,0.166,0.274,19.276
2011_0688,2011,0.0003280178352724761,2455745.5,9.581622123718262,0.31463152170181274,0.9776262640953064,16.716161727905273,2455745.004,9.311,0.281,0.837,16.714
2011_0692,2011,0.0030280014034360647,2455768.5,41.48430252075195,0.6136388182640076,0.6728952527046204,18.70271873474121,2455767.572,55.005,0.407,0.36,18.706
2011_0709,2011,0.006017931737005711,2455742.75,15.335260391235352,0.06232830509543419,0.22578154504299164,18.90569496154785,2455742.988,24.87,0.037,0.136,18.914
2011_0774,2011,0.003405557945370674,2455638.75,21.38861656188965,0.5226573944091797,0.7980266809463501,18.73196029663086,2455638.752,57.191,0.141,0.143,18.724
2011_0796,2011,0.0009458901477046311,2455644.75,4.176811218261719,0.6211810111999512,0.8267901539802551,17.32304573059082,2455644.425,12.472,0.122,0.098,17.321
2011_0950,2011,0.005505298264324665,2455786.5,28.84604263305664,0.024600857868790627,0.9507414102554321,18.35576629638672,2455786.419,59.106,0.01,0.434,18.416
2011_0964,2011,0.0007549826405011117,2455752.5,15.1454439163208,0.04612782225012779,0.20782190561294556,17.77887535095215,2455752.437,25.539,0.02,0.095,17.785
2011_0978,2011,0.004032465163618326,2455761.5,21.42781639099121,0.08903321623802185,0.9329957962036133,18.551040649414062,2455761.218,23.692,0.076,0.8,18.555
2011_0997,2011,0.00020611996296793222,2455812.75,31.114116668701172,0.8363375067710876,0.8333905935287476,16.958444595336914,2455813.406,39.418,0.606,0.477,16.963
2011_1000,2011,0.006471168249845505,2455767.75,164.59547424316406,0.027378050610423088,0.04729926958680153,18.924274444580078,2455771.668,46.319,0.153,0.326,18.895
2011_1002,2011,0.0002857102081179619,2455794.75,23.794599533081055,1.156673550605774,0.7518631815910339,15.523229598999023,2455805.926,56.642,0.467,0.189,15.537
2011_1015,2011,0.003388670738786459,2455761.5,21.905424118041992,0.746067464351654,0.6892725229263306,18.25559425354004,2455760.129,110.957,0.082,0.048,18.298
2011_1083,2011,0.00040613694000057876,2455777.75,21.950773239135742,1.0595831871032715,0.7235796451568604,17.51599884033203,2455779.317,58.685,0.228,0.074,17.519
2011_1157,2011,0.005639725364744663,2455770.5,26.69210433959961,0.04985685274004936,0.08106540143489838,19.17045783996582,2455773.202,38.711,0.0,0.104,19.162
2011_1181,2011,0.0030497952830046415,2455790.75,7.9647746086120605,0.48888877034187317,0.8147059082984924,18.503604888916016,2455791.404,10.111,0.368,0.551,18.503
2011_1265,2011,0.0018191486597061157,2455824.75,37.95765686035156,0.1575026512145996,0.3307451605796814,18.294343948364258,2455823.746,50.208,0.084,0.17,18.291
2011_1269,2011,0.0027548910584300756,2455805.75,1.4096629619598389,0.4409038722515106,0.6902371644973755,18.223106384277344,2455805.731,2.765,0.189,0.236,18.23
2011_1324,2011,0.0011942364508286119,2455817.5,14.937613487243652,0.9168558120727539,0.8250094652175903,17.89308738708496,2455819.04,19.414,0.661,0.468,17.902
2011_1327,2011,0.00971973966807127,2455815.5,85.23329162597656,0.15066511929035187,0.13965781033039093,19.3370418548584,2455812.896,147.622,0.068,0.053,19.317
2011_1341,2011,0.0015514380065724254,2455829.5,10.154675483703613,0.7991573214530945,0.8004435300827026,17.822925567626953,2455829.003,30.76,0.185,0.105,17.854
2011_1362,2011,5.720216722693294e-05,2455829.75,8.458931922912598,0.6018930077552795,0.8142858147621155,14.119612693786621,2455829.024,11.958,0.3,0.301,14.121
2011_1374,2011,0.005423497874289751,2455817.5,120.63114166259766,0.04162977635860443,0.07754850387573242,19.044042587280273,2455817.969,137.623,0.033,0.06,19.024
2011_1413,2011,4.7880086640361696e-05,2455844.5,10.451716423034668,0.9592016339302063,0.7764794230461121,14.722539901733398,2455846.032,20.289,0.401,0.191,14.729
2011_1436,2011,0.0023115770891308784,2455836.75,11.620460510253906,0.10259883850812912,0.4335426390171051,18.649511337280273,2455836.456,11.987,0.095,0.38,18.639
2011_1516,2011,0.0038155321963131428,2455862.5,41.774295806884766,0.18673893809318542,0.44426095485687256,18.71923828125,2455863.869,35.636,0.256,0.662,18.712
2012_0055,2012,0.01682446524500847,2455979.0,11.99489974975586,0.5488846302032471,0.8535889387130737,19.150691986083984,2455979.605,22.211,0.234,0.227,19.076
2012_0078,2012,2.9994356737006456e-05,2455998.75,45.743961334228516,0.8273038268089294,0.8214980363845825,15.397505760192871,2455997.031,55.6,0.549,0.396,15.394
2012_0111,2012,0.0055690305307507515,2455987.0,8.26933479309082,0.2187085747718811,0.6856803894042969,18.886045455932617,2455986.531,10.22,0.164,0.517,18.905
2012_0119,2012,0.01037427969276905,2455985.75,3.511868953704834,0.6045385003089905,0.7853710055351257,18.91075325012207,2455985.676,8.189,0.19,0.173,18.928
2012_0134,2012,0.007839584723114967,2455991.75,12.574776649475098,0.037406764924526215,0.1097114309668541,18.61467933654785,2455991.917,29.008,0.016,0.051,18.644
2012_0139,2012,0.00856692437082529,2455985.0,12.217451095581055,0.3180546164512634,0.9135072231292725,18.680740356445312,2455984.651,17.112,0.197,0.519,18.696
2012_0192,2012,0.01736791990697384,2455998.75,10.182694435119629,0.2883610725402832,0.6375898718833923,19.52768325805664,2455998.211,14.002,0.13,0.24,19.49
2012_0194,2012,0.0006588875548914075,2456015.75,25.143253326416016,1.178572177886963,0.7396894693374634,17.12247085571289,2456013.56,37.136,0.596,0.19,17.122
2012_0243,2012,0.02604859508574009,2456006.75,31.61815643310547,0.14081120491027832,0.24960383772850037,19.70860481262207,2456007.591,21.434,0.186,0.309,19.629
2012_0252,2012,0.00493876077234745,2456009.75,17.868770599365234,0.4038410782814026,0.8145704865455627,18.76565933227539,2456010.326,27.029,0.216,0.365,18.764
2012_0264,2012,0.006014002021402121,2456013.75,10.294008255004883,0.1841784417629242,0.4797309935092926,18.821550369262695,2456014.07,8.819,0.245,0.646,18.783
2012_0291,2012,0.001861829194240272,2456024.75,13.484354019165039,0.5144113898277283,0.6993943452835083,18.145389556884766,2456024.376,21.056,0.225,0.221,18.126
2012_0309,2012,0.012019873596727848,2456029.75,18.935958862304688,0.19757425785064697,0.9750754237174988,18.719623565673828,2456031.125,23.942,0.143,0.737,18.746
2012_0313,2012,0.0010154726915061474,2456029.75,54.758941650390625,0.021494336426258087,0.052929747849702835,18.102853775024414,2456030.174,34.164,0.041,0.1,18.085
2012_0323,2012,0.028375068679451942,2456017.75,27.194856643676758,0.20326091349124908,0.307858943939209,19.861026763916016,2456019.831,25.647,0.216,0.333,19.782
2012_0327,2012,0.007361246272921562,2456019.75,13.06398868560791,0.585525631904602,0.8655887842178345,19.512035369873047,2456020.094,25.826,0.223,0.215,19.479
2012_0329,2012,0.007987311109900475,2456023.0,12.033927917480469,0.06055925786495209,0.40698471665382385,19.1762638092041,2456023.118,8.608,0.094,0.664,19.122
2012_0433,2012,0.005342529155313969,2456047.75,32.29365158081055,0.4165722131729126,0.7157629728317261,18.854412078857422,2456049.702,43.973,0.276,0.407,18.847
2012_0473,2012,0.024727603420615196,2456035.75,8.120506286621094,0.01793571561574936,0.048034414649009705,19.584972381591797,2456036.046,4.407,0.0,0.12,19.518
2012_0495,2012,0.020478978753089905,2456040.75,8.049023628234863,0.05585388466715813,0.9486244320869446,19.157379150390625,2456041.146,18.28,0.012,0.297,19.186
2012_0562,2012,0.008932150900363922,2456054.75,62.60795211791992,0.021064812317490578,0.0696892961859703,18.747926712036133,2456056.285,20.912,0.028,0.274,18.686
2012_0585,2012,0.0041578952223062515,2456063.0,32.49861145019531,0.5642518401145935,0.7592592239379883,18.39398765563965,2456063.926,48.444,0.298,0.304,18.386
2012_0593,2012,0.00017202309390995651,2456080.5,15.92192554473877,1.2847462892532349,0.7570302486419678,16.588768005371094,2456083.772,58.079,0.275,0.067,16.607
2012_0644,2012,0.0020326124504208565,2456066.5,9.086406707763672,0.0491059347987175,0.7921633720397949,18.374164581298828,2456066.504,11.234,0.034,0.554,18.36
2012_0645,2012,0.012731213122606277,2456062.0,2.9582901000976562,0.279714435338974,0.913459300994873,19.219091415405273,2456061.965,6.957,0.093,0.264,19.256
2012_0727,2012,0.00021454878151416779,2456085.75,11.981589317321777,1.2923974990844727,0.7821568250656128,16.57021141052246,2456087.019,26.312,0.498,0.149,16.587
2012_0780,2012,0.004906828515231609,2456093.0,19.89557456970215,0.2651917338371277,0.8748593330383301,18.987415313720703,2456093.421,22.387,0.229,0.714,18.974
2012_0822,2012,0.011371615342795849,2456100.75,33.688720703125,0.590176522731781,0.9127057194709778,19.630474090576172,2456099.891,35.932,0.438,0.51,19.552
2012_0829,2012,0.0025059841573238373,2456096.75,22.87394905090332,0.33817628026008606,0.6324186325073242,18.612667083740234,2456096.488,22.731,0.338,0.634,18.611
2012_0860,2012,0.00700505031272769,2456105.5,62.984371185302734,0.45009925961494446,0.9331531524658203,19.214841842651367,2456097.957,76.877,0.098,0.06,18.759
2012_0867,2012,0.0005949646001681685,2456110.0,13.901276588439941,0.21221709251403809,0.9687625765800476,14.262383460998535,2456110.265,13.865,0.209,0.974,14.26
2012_0884,2012,0.0031361603178083897,2456089.75,14.527058601379395,1.2089598178863525,0.8103358149528503,18.38234519958496,2456091.425,25.878,0.496,0.148,18.362
2012_0885,2012,0.0009666545083746314,2456094.0,10.237506866455078,0.14047975838184357,0.13269802927970886,18.08165168762207,2456094.811,8.001,0.249,0.321,18.093
2012_0888,2012,0.005511722061783075,2456094.75,5.216635227203369,0.049976758658885956,0.9705718755722046,18.046829223632812,2456094.837,5.975,0.041,0.816,18.045
2012_0892,2012,0.013971013948321342,2456092.75,5.171866416931152,0.4921332597732544,0.9941819310188293,19.079763412475586,2456091.522,5.997,0.272,0.412,19.058
2012_0925,2012,0.013629009947180748,2456100.75,10.992935180664062,0.4861329197883606,0.8714146018028259,19.46643829345703,2456100.897,33.197,0.12,0.169,19.512
2012_0955,2012,0.009707349352538586,2456105.5,16.827680587768555,0.11539667844772339,0.2500198781490326,19.174734115600586,2456107.231,11.789,0.238,0.735,19.169
2012_0999,2012,0.0229976586997509,2456109.5,76.97653198242188,0.030641917139291763,0.0693594366312027,19.539453506469727,2456112.145,20.99,0.112,0.475,19.497
2012_1002,2012,0.005653932690620422,2456103.5,2.825247287750244,0.6208529472351074,0.5781030058860779,18.98855209350586,2456103.413,5.097,0.167,0.101,18.963
2012_1019,2012,0.008585712872445583,2456131.5,60.202362060546875,0.6955767869949341,0.9325421452522278,18.963523864746094,2456145.69,73.886,0.474,0.524,18.936
2012_1034,2012,0.007624248508363962,2456114.0,6.172474384307861,0.21446704864501953,0.8319990634918213,18.855554580688477,2456114.234,46.325,0.015,0.06,18.921
2012_1036,2012,0.0023799813352525234,2456109.75,16.913402557373047,0.07041507214307785,0.06513764709234238,18.28364372253418,2456111.626,10.167,0.089,0.227,18.275
2012_1042,2012,0.012566644698381424,2456110.0,3.986950397491455,0.056287094950675964,0.8139588832855225,19.61131477355957,2456109.853,4.253,0.044,0.582,19.572
2012_1044,2012,0.006043886300176382,2456109.75,3.0945465564727783,0.8227206468582153,0.7042489647865295,18.256437301635742,2456111.513,5.417,0.0,0.211,18.26
2012_1106,2012,0.0030771258752793074,2456148.5,52.338111877441406,0.1646626740694046,0.2043280154466629,18.67054557800293,2456150.074,35.649,0.306,0.427,18.648
2012_1116,2012,0.007593048270791769,2456119.75,5.46442174911499,0.03296349570155144,0.04015743359923363,19.092254638671875,2456119.998,3.582,0.0,0.08,19.084
2012_1145,2012,0.0017030469607561827,2456131.5,7.202415943145752,0.3294439911842346,0.9942863583564758,17.849239349365234,2456130.392,10.002,0.084,0.332,17.851
2012_1177,2012,0.013312304392457008,2456125.75,24.194597244262695,0.7830702066421509,0.8752108216285706,19.57330894470215,2456129.022,105.519,0.151,0.099,19.59
2012_1235,2012,0.0005849654553458095,2456150.25,2.3222339153289795,1.1769418716430664,0.743428111076355,16.895095825195312,2456152.658,29.533,0.103,0.034,16.944
2012_1242,2012,0.007678966037929058,2456160.75,13.433903694152832,0.12657101452350616,0.8484031558036804,19.20751953125,2456160.791,23.226,0.067,0.467,19.285
2012_1256,2012,0.010699464939534664,2456147.75,9.718297004699707,0.15905165672302246,0.4165092408657074,18.85590171813965,2456147.157,18.775,0.073,0.184,18.859
2012_1315,2012,0.0025435201823711395,2456167.75,26.208080291748047,0.18353043496608734,0.2041228860616684,18.42181968688965,2456166.726,37.367,0.109,0.123,18.432
2012_1345,2012,0.002188093028962612,2456158.75,5.318726062774658,1.486611008644104,0.6847103238105774,17.945899963378906,2456166.804,46.902,0.228,0.066,18.016
2012_1364,2012,0.006560539361089468,2456164.5,5.895983695983887,0.06004970148205757,0.9590200781822205,18.3576602935791,2456164.641,10.498,0.026,0.448,18.42
2012_1373,2012,0.0032805027440190315,2456167.5,7.651968002319336,0.5890668034553528,0.5707440972328186,18.249208450317383,2456168.022,18.525,0.181,0.114,18.245
2012_1377,2012,0.009172899648547173,2456186.75,26.745315551757812,0.2819807827472687,0.45341646671295166,18.632205963134766,2456185.47,36.36,0.205,0.319,18.685
2012_1379,2012,0.004002190660685301,2456175.5,30.155010223388672,0.03193161264061928,0.0352654904127121,18.327896118164062,2456177.115,32.143,0.007,0.056,18.341
2012_1535,2012,0.0051030912436544895,2456195.5,18.466100692749023,0.286827027797699,0.9848847389221191,17.82612419128418,2456193.083,16.341,0.133,0.727,17.817
2012_1539,2012,0.0007065794779919088,2456185.5,13.290563583374023,0.08442522585391998,0.13844838738441467,17.54621696472168,2456186.716,27.756,0.032,0.083,17.551
2012_1593,2012,0.002074368065223098,2456181.75,27.282320022583008,0.21697086095809937,0.2131001055240631,18.226011276245117,2456180.061,39.765,0.092,0.088,18.228
2012_1595,2012,0.007952197454869747,2456190.75,4.164209842681885,0.08640339225530624,0.8400360941886902,18.699539184570312,2456190.68,6.334,0.043,0.44,18.704
2012_1611,2012,0.006216151174157858,2456204.75,32.53770065307617,0.02902495115995407,0.21916651725769043,19.076711654663086,2456205.077,21.454,0.044,0.385,19.025
2012_1618,2012,0.004114264156669378,2456210.5,28.143341064453125,0.6358676552772522,0.7846835851669312,18.78106689453125,2456206.687,36.002,0.327,0.285,18.769
2012_1655,2012,0.014314014464616776,2456209.5,77.69417572021484,0.036613184958696365,0.047621794044971466,19.344818115234375,2456208.608,99.895,0.027,0.03,19.338
2012_1659,2012,0.00443659070879221,2456209.5,23.380592346191406,0.8752248287200928,0.8365706205368042,18.585674285888672,2456206.769,33.477,0.486,0.331,18.594
2012_1663,2012,0.009958634153008461,2456212.5,5.418549060821533,0.11619137972593307,0.6433596611022949,18.398557662963867,2456212.783,6.012,0.073,0.536,18.393
2012_1695,2012,0.0052959430031478405,2456214.5,67.47950744628906,0.04887734726071358,0.06381800025701523,18.652385711669922,2456214.748,69.158,0.054,0.069,18.641
2013_0021,2013,0.000767266086768359,2456350.75,6.932913303375244,1.059731125831604,0.7352939248085022,17.659313201904297,2456350.44,25.027,0.159,0.042,17.657
2013_0058,2013,0.008154300041496754,2456339.75,93.67239379882812,0.024473290890455246,0.05532598868012428,17.961942672729492,2456341.973,10.516,0.0,0.723,17.959
2013_0111,2013,0.029920518398284912,2456363.0,37.7515869140625,0.024190159514546394,0.6867933869361877,20.021907806396484,2456363.008,52.668,0.015,0.422,19.979
2013_0116,2013,0.009992225095629692,2456345.0,19.765790939331055,0.18841318786144257,0.26247042417526245,19.22319793701172,2456345.574,34.04,0.092,0.108,19.182
2013_0139,2013,0.0011115102097392082,2456376.0,30.893545150756836,1.0126382112503052,0.7791281342506409,17.551509857177734,2456381.727,47.482,0.384,0.169,17.561
2013_0150,2013,0.0025229158345609903,2456398.0,46.11268615722656,0.3718729317188263,0.8107063174247742,18.372827529907227,2456398.803,63.95,0.229,0.436,18.362
2013_0186,2013,0.019631434231996536,2456367.75,26.529285430908203,0.16064250469207764,0.31035616993904114,19.46319007873535,2456368.336,35.764,0.111,0.189,19.416
2013_0188,2013,0.010547864250838757,2456362.0,10.877104759216309,0.05584881082177162,0.37204259634017944,19.49041748046875,2456361.69,5.282,0.108,0.716,19.415
2013_0197,2013,0.0043074218556284904,2456381.75,29.39874267578125,0.4235360026359558,0.9287936687469482,18.868215560913086,2456380.808,38.658,0.298,0.574,18.869
2013_0221,2013,0.0012804231373593211,2456380.75,13.843667030334473,0.7559279799461365,0.7911553978919983,17.643808364868164,2456381.966,19.525,0.422,0.314,17.633
2013_0226,2013,0.00029224311583675444,2456379.75,32.05364227294922,0.8764063715934753,0.7850175499916077,17.06178092956543,2456377.033,70.295,0.265,0.126,17.058
2013_0229,2013,0.06554040312767029,2456351.0,32.741905212402344,0.06245510280132294,0.9461064338684082,19.305328369140625,2456353.007,50.603,0.024,0.699,19.23
2013_0271,2013,0.016835080459713936,2456375.75,55.240577697753906,0.027616197243332863,0.0755314826965332,18.896059036254883,2456375.895,18.204,0.065,0.186,18.787
2013_0275,2013,0.006637454032897949,2456363.75,7.290983200073242,0.6434871554374695,0.8785246014595032,18.044652938842773,2456365.501,9.104,0.139,0.268,18.024
2013_0291,2013,0.010650190524756908,2456377.75,11.650315284729004,0.061752501875162125,0.9769994616508484,19.408586502075195,2456377.558,16.707,0.029,0.501,19.388
2013_0294,2013,0.006885341368615627,2456376.0,12.179749488830566,0.10227184742689133,0.5520448684692383,17.8846492767334,2456376.742,15.979,0.036,0.333,17.884
2013_0334,2013,4.281035580788739e-05,2456407.75,20.214921951293945,0.18070651590824127,0.5615832805633545,15.100440979003906,2456407.437,22.184,0.152,0.461,15.1
2013_0343,2013,0.0014923480339348316,2456404.75,33.0317497253418,0.18489328026771545,0.5261034965515137,18.022005081176758,2456405.489,30.149,0.22,0.649,18.01
2013_0354,2013,0.01031581312417984,2456378.75,7.976463794708252,0.13898001611232758,0.6617749929428101,19.230314254760742,2456378.935,7.583,0.151,0.708,19.193
2013_0370,2013,0.02301878109574318,2456382.75,29.609149932861328,0.012132006697356701,0.14419332146644592,19.75696563720703,2456383.251,14.42,0.0,0.343,19.688
2013_0377,2013,0.04080557823181152,2456375.75,20.848569869995117,0.03320832550525665,0.13768814504146576,19.996475219726562,2456377.024,10.759,0.041,0.487,19.933
2013_0396,2013,0.011887111701071262,2456381.75,5.408436298370361,0.33078545331954956,0.8792344331741333,19.37267303466797,2456381.602,7.063,0.195,0.433,19.356
2013_0484,2013,0.0044747646898031235,2456401.75,10.930280685424805,0.4875769019126892,0.5145465135574341,18.639694213867188,2456401.989,23.303,0.19,0.162,18.674
2013_0495,2013,0.0018920596921816468,2456398.75,4.157501220703125,0.8051611185073853,0.8131167888641357,17.724197387695312,2456398.752,5.492,0.595,0.479,17.725
2013_0496,2013,0.0038457342889159918,2456408.75,12.59145736694336,0.8259914517402649,0.8325734734535217,18.57533073425293,2456408.909,29.642,0.311,0.207,18.622
2013_0508,2013,0.005930114537477493,2456400.5,9.688984870910645,0.63039231300354,0.8264724016189575,18.745115280151367,2456402.044,30.411,0.148,0.135,18.781
2013_0562,2013,0.020017430186271667,2456418.75,6.094880104064941,2.6394240856170654,0.6620021462440491,19.048154830932617,2456405.246,14.597,0.127,0.122,19.052
2013_0576,2013,0.01229862216860056,2456408.0,26.545970916748047,0.016406521201133728,0.05063042417168617,18.8452205657959,2456407.76,16.856,0.026,0.083,18.836
2013_0601,2013,0.005177795886993408,2456415.5,21.69852066040039,0.0640038251876831,0.1931103616952896,18.76783561706543,2456414.708,27.718,0.0,0.115,18.764
2013_0620,2013,0.007004906423389912,2456418.75,11.365360260009766,0.9009817242622375,0.7827682495117188,18.941268920898438,2456422.046,48.773,0.248,0.141,19.013
2013_0656,2013,0.004628496244549751,2456470.0,81.26481628417969,0.4957904815673828,0.9585675597190857,18.96748161315918,2456458.496,59.859,0.484,0.753,18.88
2013_0682,2013,0.004163580946624279,2456460.75,32.268245697021484,0.7004966735839844,0.8932356238365173,16.905895233154297,2456454.081,23.398,0.647,0.833,16.887
2013_0692,2013,0.00834199320524931,2456427.0,20.233318328857422,0.11448672413825989,0.9555585980415344,18.010629653930664,2456428.537,19.879,0.053,0.896,18.009
2013_0697,2013,0.010510522872209549,2456443.0,35.25693893432617,0.5841876268386841,0.9192972183227539,19.416284561157227,2456445.111,54.772,0.375,0.546,19.467
2013_0700,2013,0.007038096897304058,2456428.75,26.16829490661621,0.2810911238193512,0.8344164490699768,19.201454162597656,2456429.033,32.088,0.216,0.587,19.185
2013_0714,2013,0.0002287956012878567,2456468.5,25.46291732788086,0.500332236289978,0.9874809384346008,16.44137191772461,2456466.773,23.801,0.486,0.903,16.435
2013_0717,2013,5.876826980966143e-05,2456427.75,7.302855968475342,1.7396150827407837,0.6760576367378235,15.371719360351562,2456434.298,20.509,0.821,0.162,15.381
2013_0728,2013,0.013390248641371727,2456464.5,0.45238107442855835,2.3697285652160645,0.4824146628379822,18.359874725341797,2456434.445,24.425,0.288,0.146,18.359
2013_0751,2013,0.013953324407339096,2456429.0,3.855206251144409,0.26775655150413513,0.9300687313079834,19.43446159362793,2456429.154,5.469,0.19,0.649,19.444
2013_0752,2013,0.0027139603625983,2456471.75,43.29161071777344,0.8079252243041992,0.847099244594574,18.523208618164062,2456468.062,62.313,0.458,0.349,18.535
2013_0776,2013,0.010913031175732613,2456428.5,27.40581512451172,0.16714061796665192,0.265685111284256,19.166906356811523,2456430.469,25.297,0.174,0.26,19.133
2013_0819,2013,0.0013324159663170576,2456443.5,5.369393348693848,0.7588244080543518,0.8331307768821716,17.85936164855957,2456443.582,7.664,0.48,0.407,17.871
2013_0825,2013,0.01666536182165146,2456449.75,26.692943572998047,0.08859455585479736,0.5765795111656189,19.69550895690918,2456450.331,28.516,0.076,0.54,19.665
2013_0844,2013,0.0938626080751419,2456567.5,3.788395404815674,5.501866817474365,0.32760629057884216,19.507030487060547,2456447.208,14.374,0.315,0.455,19.476
2013_0856,2013,0.008821633644402027,2456442.0,9.51099967956543,0.6596490144729614,0.5451523065567017,18.85325050354004,2456448.778,64.325,0.104,0.086,18.933
2013_0859,2013,0.0072425492107868195,2456442.75,3.1779074668884277,0.3826940655708313,0.9151755571365356,18.46258544921875,2456442.337,10.785,0.015,0.068,18.464
2013_0887,2013,0.001700033200904727,2456445.75,17.762258529663086,0.33656013011932373,0.5854924321174622,18.530075073242188,2456446.702,18.599,0.343,0.591,18.52
2013_0896,2013,0.006602994631975889,2456451.0,11.310873985290527,0.2798615097999573,0.617623507976532,19.216196060180664,2456451.979,14.277,0.22,0.521,19.208
2013_0936,2013,0.006639470811933279,2456456.75,26.799999237060547,0.17923098802566528,0.7973102331161499,18.949962615966797,2456456.446,28.016,0.161,0.709,18.949
2013_0947,2013,0.000829140015412122,2456437.75,7.628373622894287,0.8811076879501343,0.8014029264450073,16.932552337646484,2456438.95,13.706,0.272,0.16,16.937
2013_0957,2013,0.00364686269313097,2456463.5,64.06008911132812,0.08698432892560959,0.1305387020111084,19.05890464782715,2456462.405,44.778,0.111,0.165,19.03
2013_1033,2013,0.012792223133146763,2456469.75,13.609437942504883,0.167411670088768,0.9491747617721558,19.50420379638672,2456469.106,23.002,0.071,0.37,19.519
2013_1075,2013,0.01657283678650856,2456463.75,8.880365371704102,0.13610324263572693,0.777857780456543,19.14958381652832,2456463.971,10.769,0.103,0.57,19.136
2013_1102,2013,0.006478096824139357,2456471.5,9.328250885009766,0.41608983278274536,0.6916090846061707,18.883729934692383,2456471.504,17.344,0.224,0.32,18.94
2013_1115,2013,0.00041066674748435616,2456471.75,2.811999559402466,0.9657160043716431,0.7472310066223145,16.99188995361328,2456470.972,6.837,0.155,0.059,16.993
2013_1131,2013,0.0053331018425524235,2456472.75,18.374113082885742,0.8694085478782654,0.838193416595459,18.972980499267578,2456471.717,26.635,0.371,0.175,18.914
2013_1155,2013,0.018415048718452454,2456477.75,8.810513496398926,0.07479491084814072,0.12550298869609833,19.22835350036621,2456478.154,9.041,0.036,0.086,19.136
2013_1172,2013,0.012495535425841808,2456481.75,5.767228126525879,0.09777290374040604,0.507591724395752,19.087833404541016,2456481.92,5.523,0.121,0.709,19.098
2013_1194,2013,0.008938408456742764,2456486.5,4.770133018493652,0.2827582061290741,0.8874003291130066,18.902786254882812,2456486.467,5.385,0.208,0.56,18.848
2013_1228,2013,0.001445368048734963,2456501.75,23.524517059326172,1.157401204109192,0.8099086880683899,18.02663230895996,2456500.64,27.389,0.814,0.39,18.021
2013_1253,2013,0.0006524152704514563,2456497.75,9.792193412780762,0.09088689088821411,0.17094531655311584,17.150365829467773,2456497.616,6.22,0.147,0.289,17.128
2013_1258,2013,0.00012431072536855936,2456498.75,7.935815334320068,1.0893123149871826,0.7322198748588562,16.170818328857422,2456498.687,32.114,0.145,0.038,16.176
2013_1288,2013,0.012426532804965973,2456492.75,33.47396469116211,0.06299064308404922,0.2508793771266937,17.902589797973633,2456494.155,50.335,0.028,0.19,17.969
2013_1369,2013,0.006658894941210747,2456432.0,79.01947021484375,0.023110654205083847,0.13136771321296692,19.219011306762695,2456434.76,57.75,0.005,0.297,19.222
2013_1389,2013,0.0006769822211936116,2456565.5,116.62115478515625,0.2905985414981842,0.5911116003990173,17.924713134765625,2456568.523,115.83,0.307,0.66,17.929
2013_1466,2013,0.0007026309031061828,2456417.75,14.566530227661133,0.8720393776893616,0.7536243200302124,17.775907516479492,2456414.96,38.742,0.122,0.067,17.772
2013_1478,2013,0.028939230367541313,2456501.75,5.672865867614746,0.46999791264533997,0.9681803584098816,19.37946128845215,2456502.861,10.685,0.272,0.592,19.414
