event_id,year,final_loss,fit_t0,fit_tE,fit_u0,fit_fbl,fit_I0,true_Tmax,true_tau,true_umin,true_fbl,true_I_bl
2013_1492,2013,0.0025064758956432343,2456545.75,1.5021507740020752,2.380218982696533,0.49651965498924255,17.26955223083496,2456504.641,14.556,0.155,0.072,17.272
2013_1585,2013,0.0024714318569749594,2456525.5,25.900182723999023,0.3227340281009674,0.3852827847003937,17.46382713317871,2456527.32,30.565,0.318,0.383,17.467
2013_1588,2013,0.006052803713828325,2456529.75,20.298673629760742,0.3817443251609802,0.6328453421592712,18.651952743530273,2456528.473,50.076,0.089,0.131,18.685
2013_1604,2013,0.0017609490314498544,2456501.5,2.0746445655822754,0.6645917296409607,0.7016406655311584,17.80668830871582,2456503.998,23.316,0.0,0.056,17.798
2013_1624,2013,0.003233969211578369,2456545.75,35.913150787353516,0.11008623987436295,0.9898735284805298,18.394643783569336,2456543.166,39.952,0.054,0.641,18.397
2013_1643,2013,0.002860249951481819,2456531.5,25.095029830932617,1.0696384906768799,0.8171707391738892,18.4138240814209,2456525.945,26.764,0.476,0.149,18.366
2013_1657,2013,0.002179431263357401,2456531.75,45.64762878417969,0.09654872119426727,0.3904784619808197,18.547658920288086,2456533.935,33.222,0.165,0.775,18.535
2013_1689,2013,0.0011916570365428925,2456534.5,5.201234817504883,0.08868111670017242,0.9707150459289551,17.41681671142578,2456534.384,5.293,0.075,0.89,17.423
2013_1702,2013,0.017688697203993797,2456535.5,27.672914505004883,0.11812492460012436,0.26446428894996643,19.716100692749023,2456536.604,16.005,0.249,0.635,19.642
2013_1712,2013,0.0008318779291585088,2456555.5,43.03936767578125,0.12866808474063873,0.2817704975605011,17.99508285522461,2456554.301,51.331,0.092,0.194,17.997
2013_1713,2013,0.0006231541628949344,2456541.5,15.500604629516602,0.18302005529403687,0.1881885528564453,17.38344955444336,2456542.256,15.896,0.197,0.22,17.386
2013_1725,2013,0.0006787421880289912,2456559.5,34.2269172668457,0.14097043871879578,0.1955600380897522,17.34246253967285,2456558.758,67.441,0.052,0.07,17.354
2013_1777,2013,0.0006176632014103234,2456534.5,3.087186336517334,0.6859240531921387,0.722464919090271,16.08890151977539,2456534.651,7.678,0.171,0.11,16.095
2013_1781,2013,0.020051222294569016,2456543.5,29.583120346069336,0.019548766314983368,0.10034233331680298,19.384370803833008,2456543.781,70.755,0.01,0.052,19.379
2013_1907,2013,0.0005876472569070756,2456569.5,17.33978843688965,0.28038641810417175,0.6578315496444702,16.408485412597656,2456570.29,18.62,0.32,0.767,16.416
2013_1967,2013,0.0036374875344336033,2456590.5,9.717347145080566,0.19064146280288696,0.9734899997711182,18.41062355041504,2456589.417,10.553,0.045,0.52,18.383
2014_0004,2014,0.00016469723777845502,2456698.0,10.634123802185059,1.1829620599746704,0.7337573766708374,16.387161254882812,2456699.123,34.516,0.236,0.055,16.383
2014_0015,2014,0.0003003399760928005,2456719.0,34.19954299926758,0.1937551498413086,0.92268306016922,16.756383895874023,2456718.76,34.235,0.19,0.889,16.736
2014_0032,2014,0.0011761898640543222,2456756.75,57.2252197265625,0.23666998744010925,0.9483590722084045,17.968183517456055,2456756.075,60.159,0.227,0.919,17.984
2014_0070,2014,0.028550324961543083,2456702.75,22.922035217285156,0.36081695556640625,0.9671022295951843,19.816692352294922,2456704.155,33.428,0.219,0.45,19.714
2014_0204,2014,0.0027971540112048388,2456721.75,33.81517791748047,0.15988869965076447,0.3562887907028198,18.081981658935547,2456722.973,30.998,0.225,0.514,18.074
2014_0219,2014,0.0015553359407931566,2456752.75,46.29335403442383,0.09215502440929413,0.3032137453556061,18.238391876220703,2456752.654,58.893,0.07,0.225,18.233
2014_0263,2014,0.0005577515694312751,2456803.75,55.0061149597168,0.23277117311954498,0.5152555704116821,17.140033721923828,2456801.695,76.943,0.128,0.26,17.141
2014_0307,2014,0.009900813922286034,2456742.75,66.2054214477539,0.11132082343101501,0.23821808397769928,19.21625328063965,2456741.423,46.682,0.142,0.313,19.2
2014_0317,2014,0.0073440466076135635,2456745.0,13.95743179321289,0.17840252816677094,0.6353756785392761,18.923736572265625,2456744.434,10.668,0.224,0.83,18.868
2014_0363,2014,0.001842714031226933,2456778.0,43.00767135620117,0.059247344732284546,0.2973375916481018,18.370153427124023,2456778.081,47.942,0.052,0.273,18.384
2014_0383,2014,0.008499398827552795,2456761.75,9.547646522521973,0.04882696270942688,0.7634942531585693,18.00453758239746,2456761.393,14.572,0.012,0.436,18.034
2014_0389,2014,0.0011986771132797003,2456752.75,22.887826919555664,0.6161036491394043,0.8436920046806335,18.47145652770996,2456751.643,51.784,0.204,0.175,18.47
2014_0396,2014,0.031866371631622314,2456815.75,0.11172276735305786,1.338081955909729,0.6013066172599792,19.25259780883789,2456751.241,13.356,0.148,0.234,19.27
2014_0419,2014,0.0007048725965432823,2456823.5,45.31412887573242,0.2850359082221985,0.920470654964447,17.893415451049805,2456822.856,48.683,0.239,0.747,17.893
2014_0516,2014,0.002889276249334216,2456763.75,6.522559642791748,1.1242153644561768,0.7988400459289551,18.318092346191406,2456763.169,15.035,0.563,0.284,18.384
2014_0609,2014,0.00802115723490715,2456771.75,34.828983306884766,0.05620269104838371,0.11341121047735214,18.996788024902344,2456771.362,21.395,0.097,0.193,18.955
2014_0631,2014,0.03452470526099205,2456772.75,15.85776424407959,0.056053563952445984,0.5366883277893066,19.859291076660156,2456772.796,22.652,0.033,0.295,19.793
2014_0670,2014,9.541271720081568e-05,2456816.75,28.182373046875,0.7115475535392761,0.8178748488426208,15.963302612304688,2456815.143,28.219,0.676,0.744,15.968
2014_0732,2014,0.014902574010193348,2456853.5,0.06366071850061417,0.7733905911445618,0.5262554883956909,19.031389236450195,2456785.584,39.735,0.068,0.058,19.027
2014_0749,2014,0.005363969597965479,2456797.75,21.089609146118164,0.12331043183803558,0.20893120765686035,18.74199676513672,2456798.012,50.358,0.057,0.106,18.845
2014_0753,2014,0.0005194360855966806,2456870.5,58.15338897705078,0.6590123772621155,0.8268092274665833,17.54810333251953,2456870.573,73.731,0.462,0.477,17.551
2014_0772,2014,0.00010665122681530192,2456816.75,22.5071964263916,0.5863876342773438,0.8324868083000183,16.471731185913086,2456817.423,26.507,0.473,0.596,16.473
2014_0798,2014,0.001720909378491342,2456797.0,11.743968963623047,0.6406967639923096,0.7301532030105591,17.920299530029297,2456796.04,28.679,0.132,0.096,17.916
2014_0800,2014,0.01620822586119175,2456792.0,8.448777198791504,0.05470915138721466,0.23103700578212738,19.677444458007812,2456792.227,9.849,0.02,0.153,19.634
2014_0850,2014,0.007621858734637499,2456817.0,58.236106872558594,0.4869249165058136,0.9255313277244568,19.591472625732422,2456813.557,37.054,0.528,0.621,19.317
2014_0865,2014,0.0051878648810088634,2456804.75,94.6013412475586,0.13732071220874786,0.16103723645210266,19.19161605834961,2456804.406,63.663,0.204,0.25,19.171
2014_0875,2014,0.0016051281709223986,2456803.75,6.362968921661377,0.2130684107542038,0.3999587297439575,18.2005615234375,2456803.384,8.904,0.132,0.226,18.218
2014_0916,2014,0.0038221930153667927,2456803.75,13.15847110748291,0.5422391891479492,0.8701397180557251,18.64549446105957,2456801.208,20.345,0.134,0.183,18.652
2014_0964,2014,0.0011526435846462846,2456816.75,10.149527549743652,0.5720998644828796,0.796089231967926,18.05204200744629,2456815.574,13.641,0.335,0.364,18.045
2014_1024,2014,0.00603489438071847,2456810.75,9.355709075927734,0.5133481025695801,0.7792107462882996,19.331462860107422,2456812.286,33.475,0.067,0.096,19.329
2014_1039,2014,0.0001761997991707176,2456824.75,28.015573501586914,1.3290414810180664,0.6940134167671204,15.441025733947754,2456832.367,73.62,0.314,0.058,15.443
2014_1044,2014,0.0025495244190096855,2456824.5,7.2865118980407715,0.26532313227653503,0.9838338494300842,18.06131935119629,2456825.054,7.464,0.234,0.809,18.042
2014_1045,2014,0.0015286366688087583,2456835.75,14.584378242492676,1.0759347677230835,0.8082660436630249,17.556777954101562,2456840.334,57.867,0.159,0.051,17.563
2014_1053,2014,0.004019667860120535,2456816.5,1.2794979810714722,0.44697946310043335,0.7185705304145813,18.420955657958984,2456816.424,3.333,0.078,0.118,18.457
2014_1090,2014,0.008822578005492687,2456825.75,60.9013786315918,0.10958471149206161,0.28000590205192566,18.599794387817383,2456825.798,51.534,0.122,0.324,18.585
2014_1099,2014,0.05351625382900238,2456940.5,0.35444003343582153,0.2766205370426178,0.5536728501319885,19.4001407623291,2456825.743,14.153,0.482,0.545,19.354
2014_1130,2014,0.0009624437661841512,2456856.5,17.854528427124023,0.08455336093902588,0.9652840495109558,17.88681983947754,2456856.385,19.188,0.072,0.834,17.891
2014_1132,2014,0.0026405451353639364,2456830.5,2.1547257900238037,0.3631485104560852,0.5685551166534424,18.55315589904785,2456830.611,10.056,0.068,0.093,18.664
2014_1136,2014,0.0009118376183323562,2456833.5,12.81367301940918,0.7591812610626221,0.7880892753601074,17.82718849182129,2456833.618,58.451,0.095,0.05,17.817
2014_1169,2014,0.017829451709985733,2456824.75,23.042856216430664,0.5148425102233887,0.8590583801269531,19.384096145629883,2456828.796,35.435,0.294,0.371,19.356
2014_1210,2014,0.00634914031252265,2456841.75,61.62046813964844,0.07122264802455902,0.11822627484798431,19.08528709411621,2456842.07,47.651,0.093,0.15,19.041
2014_1220,2014,0.0013452719431370497,2456859.5,14.7738676071167,0.9508731961250305,0.8134407997131348,17.89514923095703,2456862.245,78.61,0.14,0.065,17.961
2014_1248,2014,4.2525971366558224e-05,2456844.5,8.359233856201172,1.156773328781128,0.764603316783905,15.186619758605957,2456845.2,8.648,1.084,0.665,15.185
2014_1260,2014,0.0008191092638298869,2456851.75,32.12813949584961,0.04146384075284004,0.12355908006429672,18.13088607788086,2456851.676,54.438,0.024,0.071,18.149
2014_1297,2014,0.007084783166646957,2456833.5,4.373699188232422,0.3942091763019562,0.6528682708740234,19.134492874145508,2456834.504,13.988,0.057,0.12,19.124
2014_1355,2014,0.009419132024049759,2456866.75,36.83700942993164,0.19640566408634186,0.7689926624298096,19.51456642150879,2456868.503,37.371,0.196,0.786,19.457
2014_1356,2014,5.545954991248436e-05,2456925.75,59.19402313232422,0.09508392214775085,0.496183305978775,14.536672592163086,2456928.752,48.691,0.134,0.837,14.535
2014_1374,2014,0.0035120483953505754,2456866.75,48.14484786987305,0.15447993576526642,0.23175951838493347,18.550928115844727,2456868.679,40.416,0.179,0.272,18.509
2014_1429,2014,0.028774533420801163,2456851.5,98.05194091796875,0.01307461317628622,0.08305157721042633,19.565568923950195,2456851.925,74.796,0.015,0.082,19.441
2014_1437,2014,0.010434785857796669,2456858.5,6.377618789672852,0.0704268217086792,0.677266538143158,18.432960510253906,2456858.438,7.51,0.053,0.531,18.443
2014_1491,2014,0.000436075875768438,2456889.5,24.905189514160156,1.1538114547729492,0.7909870743751526,17.781326293945312,2456889.356,33.95,0.79,0.388,17.792
2014_1511,2014,0.0003956104628741741,2456922.5,40.14012145996094,0.04355280473828316,0.7572798132896423,17.48372459411621,2456924.306,41.126,0.024,0.872,17.484
2014_1516,2014,0.0028404893819242716,2456880.5,26.751922607421875,0.24209465086460114,0.8388846516609192,18.740524291992188,2456880.606,29.845,0.209,0.712,18.742
2014_1590,2014,0.004244527313858271,2456870.75,18.33033561706543,0.0946865826845169,0.14196020364761353,19.00527572631836,2456870.717,25.854,0.063,0.092,19.012
2014_1627,2014,0.00017869510338641703,2456898.5,13.579804420471191,0.9323899149894714,0.8212058544158936,16.024635314941406,2456899.843,17.291,0.667,0.465,16.028
2014_1640,2014,0.00375179061666131,2456879.5,8.649819374084473,0.34311920404434204,0.9916144609451294,18.56273651123047,2456878.194,8.753,0.157,0.555,18.556
2014_1642,2014,0.004195613320916891,2456888.75,20.880216598510742,0.2261231243610382,0.36324548721313477,19.287046432495117,2456888.411,15.138,0.326,0.543,19.252
2014_1648,2014,0.005815017037093639,2456886.5,18.445222854614258,0.05400872603058815,0.2287081778049469,18.982257843017578,2456886.199,9.442,0.107,0.435,18.886
2014_1675,2014,0.002458565402776003,2456896.5,23.936159133911133,0.37027743458747864,0.8730152249336243,18.27113914489746,2456894.678,27.04,0.289,0.613,18.28
2014_1679,2014,0.0014542879071086645,2456891.75,20.183658599853516,0.034453678876161575,0.07094130665063858,18.049110412597656,2456892.197,9.87,0.072,0.188,18.018
2014_1712,2014,0.00204818369820714,2456930.75,55.02104187011719,0.40596961975097656,0.44439998269081116,18.46487808227539,2456926.573,107.092,0.143,0.121,18.478
2014_1742,2014,0.006852438673377037,2456900.5,16.899614334106445,0.12213782966136932,0.5285313129425049,19.009458541870117,2456900.473,24.58,0.078,0.339,19.035
2014_1782,2014,0.004813903011381626,2456918.75,54.54508972167969,0.8124853372573853,0.8643569946289062,19.284635543823242,2456912.791,40.187,0.645,0.382,19.161
2014_1803,2014,0.0014986468013375998,2456924.5,42.90391540527344,0.14248380064964294,0.2570055425167084,17.69519805908203,2456926.549,66.255,0.083,0.146,17.703
2014_1907,2014,0.009961866773664951,2456920.5,44.057369232177734,0.12475699186325073,0.27532559633255005,19.219541549682617,2456918.459,35.719,0.147,0.357,19.201
2014_1958,2014,0.0019537920597940683,2456929.5,33.08550262451172,0.020580409094691277,0.06731458753347397,18.268972396850586,2456929.986,32.42,0.018,0.076,18.268
2014_1976,2014,0.0026517377700656652,2456930.5,14.939142227172852,0.12060749530792236,0.22886396944522858,18.40214729309082,2456930.343,18.683,0.087,0.16,18.403
2015_0033,2015,0.013771488331258297,2457069.75,26.117944717407227,0.03940049558877945,0.18774423003196716,19.048887252807617,2457069.93,17.806,0.072,0.341,19.032
2015_0044,2015,0.008657490834593773,2457061.75,28.171960830688477,0.23615658283233643,0.6766359806060791,18.999048233032227,2457061.893,34.773,0.184,0.523,19.036
2015_0051,2015,0.002587899100035429,2457082.75,14.831912994384766,0.11313092708587646,0.5083121657371521,16.622543334960938,2457083.301,16.09,0.104,0.484,16.628
2015_0225,2015,0.004902346059679985,2457085.75,7.655551910400391,0.6584957242012024,0.810418963432312,18.6346378326416,2457087.233,20.918,0.157,0.118,18.618
2015_0248,2015,0.003547749714925885,2457091.75,7.726156234741211,0.13346095383167267,0.753411591053009,18.390474319458008,2457092.004,7.577,0.143,0.814,18.394
2015_0264,2015,0.007477758452296257,2457088.75,16.55214500427246,0.03983616828918457,0.22778595983982086,17.63428497314453,2457088.523,5.22,0.11,0.64,17.495
2015_0276,2015,0.034369442611932755,2457088.75,14.626973152160645,0.029908806085586548,0.14582104980945587,19.62948226928711,2457089.222,18.725,0.019,0.137,19.621
2015_0277,2015,0.002656822558492422,2457113.75,22.331687927246094,0.4091346859931946,0.8483536243438721,18.298770904541016,2457113.739,22.591,0.394,0.794,18.29
2015_0333,2015,0.001991539727896452,2457091.75,13.107186317443848,0.8710267543792725,0.7575646638870239,18.517581939697266,2457096.195,27.487,0.299,0.163,18.484
2015_0392,2015,0.0020455648191273212,2457129.75,32.72279357910156,0.32620060443878174,0.8311870098114014,18.39964485168457,2457130.045,48.867,0.181,0.397,18.381
2015_0410,2015,7.073765300447121e-05,2457120.0,20.299819946289062,0.2648458778858185,0.8932940363883972,16.143508911132812,2457120.178,20.182,0.267,0.918,16.145
2015_0448,2015,0.0011987644247710705,2457211.5,60.35492706298828,0.086403988301754,0.9536883234977722,16.319141387939453,2457213.213,62.67,0.085,0.971,16.32
2015_0493,2015,0.006014358717948198,2457114.75,7.218357563018799,0.314261794090271,0.9219598174095154,19.0590763092041,2457115.15,8.653,0.245,0.66,19.04
2015_0497,2015,0.003989103715866804,2457145.0,36.102027893066406,0.019811104983091354,0.9862920045852661,18.84596061706543,2457144.902,36.785,0.02,0.949,18.833
2015_0528,2015,0.01763838343322277,2457115.75,8.805808067321777,0.2371707707643509,0.944865345954895,19.657550811767578,2457115.613,14.752,0.123,0.438,19.68
2015_0529,2015,0.0008443401311524212,2457170.5,37.58964920043945,0.07724659889936447,0.9132653474807739,17.600988388061523,2457170.605,42.006,0.066,0.785,17.608
2015_0550,2015,0.006847525015473366,2457109.75,14.980990409851074,0.008047771640121937,0.15693087875843048,18.874792098999023,2457109.963,20.735,0.0,0.161,18.863
2015_0596,2015,0.034289874136447906,2457118.75,141.042724609375,0.03084113635122776,0.05511821061372757,19.652143478393555,2457120.804,62.387,0.071,0.142,19.601
2015_0603,2015,0.009278346784412861,2457129.5,37.29340744018555,0.1948816031217575,0.8793091773986816,19.83641242980957,2457129.387,79.677,0.083,0.406,20.005
2015_0609,2015,0.02031681314110756,2457130.5,110.66928100585938,0.06255047768354416,0.24746792018413544,19.816112518310547,2457129.748,60.191,0.116,0.425,19.733
2015_0625,2015,0.012522585690021515,2457119.0,14.213343620300293,0.146406888961792,0.30932486057281494,19.503034591674805,2457119.61,18.008,0.111,0.214,19.445
2015_0653,2015,0.0002267875534016639,2457137.75,32.55032730102539,1.371179223060608,0.717255175113678,15.216866493225098,2457134.46,36.997,0.434,0.072,15.191
2015_0665,2015,0.0014253322733566165,2457146.5,30.559062957763672,0.1466025412082672,0.6349550485610962,18.11306381225586,2457146.777,37.751,0.116,0.499,18.13
2015_0676,2015,0.0033494350500404835,2457145.75,19.2413387298584,0.6357898712158203,0.8625757694244385,19.1032657623291,2457145.39,31.89,0.308,0.31,19.122
2015_0682,2015,0.029886413365602493,2457143.0,38.53437805175781,0.06647152453660965,0.9845368266105652,19.65755271911621,2457143.523,43.261,0.059,0.824,19.604
2015_0692,2015,0.005751466378569603,2457182.0,41.66140365600586,0.5597371459007263,0.8681767582893372,19.351055145263672,2457182.294,91.016,0.213,0.253,19.398
2015_0693,2015,0.0016805570339784026,2457140.75,12.620051383972168,1.0924830436706543,0.8052088022232056,18.475624084472656,2457140.48,41.161,0.215,0.064,18.482
2015_0773,2015,0.003442591056227684,2457140.75,9.65260124206543,0.21318085491657257,0.40493911504745483,17.929962158203125,2457141.0,9.664,0.209,0.383,17.902
2015_0778,2015,0.010123244486749172,2457148.0,10.897480964660645,0.02795247547328472,0.962191104888916,18.317800521850586,2457148.148,16.792,0.005,0.56,18.323
2015_0850,2015,0.002126672537997365,2457146.5,20.053573608398438,0.18391667306423187,0.20761871337890625,18.42133140563965,2457147.332,56.657,0.05,0.052,18.42
2015_0909,2015,0.008699139580130577,2457147.75,20.302593231201172,0.03196178004145622,0.0901421383023262,19.1069393157959,2457148.844,14.24,0.0,0.218,19.105
2015_0953,2015,0.0011507836170494556,2457161.0,22.20486831665039,0.8825223445892334,0.8558170795440674,17.293846130371094,2457156.21,6.92,0.631,0.224,17.103
2015_0973,2015,0.005284767132252455,2457164.75,20.451385498046875,0.08277259767055511,0.31083327531814575,19.173250198364258,2457164.641,30.267,0.052,0.196,19.191
2015_0974,2015,0.0031562531366944313,2457153.75,2.802639961242676,0.8634624481201172,0.6996410489082336,18.530170440673828,2457154.596,10.372,0.512,0.304,18.597
2015_0984,2015,0.0003910595260094851,2457202.5,23.72854232788086,0.44844090938568115,0.9204367995262146,17.278850555419922,2457203.29,25.165,0.421,0.851,17.283
2015_1153,2015,0.0010572141036391258,2457198.75,26.84403419494629,0.35721421241760254,0.9012642502784729,18.302444458007812,2457197.767,28.359,0.302,0.719,18.308
2015_1202,2015,0.003349319798871875,2457172.75,7.928358554840088,0.42792078852653503,0.6075318455696106,18.965778350830078,2457172.175,10.979,0.178,0.223,18.947
2015_1204,2015,0.00010310723882867023,2457221.5,27.83421516418457,0.8337188363075256,0.7767441868782043,16.28972816467285,2457222.447,40.427,0.474,0.318,16.296
2015_1231,2015,0.003890230553224683,2457179.75,5.775715351104736,1.051342248916626,0.7826203107833862,17.789525985717773,2457179.148,11.356,0.32,0.106,17.78
2015_1318,2015,0.0003168549737893045,2457167.0,11.857450485229492,1.2240211963653564,0.7435405254364014,17.1401309967041,2457169.814,78.17,0.129,0.031,17.167
2015_1320,2015,0.002163477474823594,2457214.5,51.67719650268555,0.26185205578804016,0.5126200318336487,18.335540771484375,2457216.915,42.552,0.357,0.793,18.31
2015_1352,2015,0.004075529985129833,2457197.75,22.007362365722656,0.37023377418518066,0.6289259791374207,19.33127212524414,2457199.112,38.234,0.186,0.271,19.338
2015_1362,2015,0.0013382595498114824,2457249.75,70.55257415771484,1.1942524909973145,0.8159292936325073,18.198036193847656,2457221.89,121.285,0.34,0.084,18.199
2015_1365,2015,0.012837857939302921,2457187.75,6.150729656219482,0.10257188230752945,0.9866747260093689,19.683757781982422,2457187.38,7.761,0.0,0.442,19.64
2015_1384,2015,0.009505384601652622,2457195.5,14.877238273620605,0.7272512912750244,0.9209314584732056,19.388093948364258,2457191.949,23.874,0.2,0.135,19.363
2015_1387,2015,0.005087405443191528,2457198.5,24.538972854614258,0.2640591561794281,0.291208952665329,19.014005661010742,2457200.354,32.379,0.273,0.313,19.036
2015_1388,2015,0.0027727484703063965,2457206.75,33.22282028198242,0.45518019795417786,0.9217190146446228,18.320674896240234,2457204.413,35.581,0.33,0.546,18.301
2015_1401,2015,0.007142739370465279,2457194.75,5.475915431976318,0.8940966725349426,0.8462204933166504,19.11846923828125,2457194.184,31.666,0.098,0.058,19.243
2015_1421,2015,0.0001933482417371124,2457221.5,24.354150772094727,1.2882165908813477,0.747146487236023,16.018226623535156,2457217.024,42.702,0.43,0.096,16.014
2015_1435,2015,0.010105199180543423,2457198.75,35.226219177246094,0.09752853959798813,0.270576149225235,19.671688079833984,2457198.384,46.151,0.067,0.175,19.657
2015_1444,2015,0.025610661134123802,2457292.5,0.4938969314098358,1.2518675327301025,0.680284857749939,19.15901756286621,2457199.126,20.335,0.062,0.044,19.258
2015_1447,2015,0.002285158960148692,2457209.75,29.796730041503906,0.2860460579395294,0.20616698265075684,18.477108001708984,2457209.472,42.917,0.154,0.097,18.472
2015_1457,2015,0.0007477794424630702,2457203.0,4.308419227600098,0.39254555106163025,0.2600706219673157,17.470233917236328,2457204.143,15.862,0.066,0.062,17.5
2015_1464,2015,0.015070025809109211,2457217.75,37.90666198730469,0.24630044400691986,0.7053348422050476,19.702232360839844,2457217.878,40.557,0.223,0.58,19.653
2015_1484,2015,0.008729604072868824,2457219.5,63.77925109863281,0.6392046213150024,0.9032758474349976,19.600229263305664,2457210.436,42.396,0.49,0.33,19.39
2015_1553,2015,0.005436224397271872,2457214.75,21.772069931030273,0.1469339281320572,0.6618816256523132,18.935081481933594,2457213.75,29.721,0.102,0.458,18.972
2015_1580,2015,0.0011595620308071375,2457226.5,17.30876350402832,0.9956186413764954,0.7884789705276489,17.97857666015625,2457230.977,25.742,0.758,0.534,17.993
2015_1582,2015,0.0091472202911973,2457211.75,45.183990478515625,0.07038652151823044,0.2198030650615692,19.663219451904297,2457211.715,80.199,0.039,0.12,19.68
2015_1608,2015,0.0026633269153535366,2457229.75,29.02704429626465,0.060180097818374634,0.24652494490146637,18.221818923950195,2457231.209,24.771,0.066,0.405,18.223
2015_1645,2015,0.012069986201822758,2457224.5,8.87324333190918,0.6704760193824768,0.8333752751350403,19.59457778930664,2457225.897,17.914,0.308,0.303,19.607
2015_1703,2015,0.006087848916649818,2457228.75,10.13454532623291,0.949712336063385,0.8257350921630859,18.580223083496094,2457240.31,37.231,0.244,0.269,18.657
2015_1729,2015,0.003286631079390645,2457252.5,65.54743194580078,0.11865079402923584,0.25665369629859924,18.533994674682617,2457249.645,50.42,0.1,0.204,18.475
2015_1779,2015,0.002477488946169615,2457295.5,184.84835815429688,0.07714060693979263,0.15303899347782135,18.261940002441406,2457310.004,120.583,0.137,0.414,18.253
2015_1854,2015,0.0028013347182422876,2457263.5,57.8957405090332,0.12662295997142792,0.39511799812316895,19.06774139404297,2457262.586,58.643,0.114,0.363,19.069
2015_1892,2015,0.0005930679035373032,2457278.75,17.29900360107422,0.1604410856962204,0.30987459421157837,17.775938034057617,2457279.021,13.971,0.221,0.455,17.758
2015_1917,2015,0.006114537827670574,2457278.5,22.791704177856445,0.10625007003545761,0.9604343175888062,19.1917724609375,2457278.358,25.902,0.089,0.787,19.191
2015_1986,2015,0.0001627788005862385,2457307.5,24.966876983642578,0.791706383228302,0.9177190065383911,16.318010330200195,2457304.341,27.703,0.563,0.494,16.318
2015_2054,2015,0.007076175417751074,2457270.5,19.520898818969727,0.19755613803863525,0.2043929249048233,19.2337589263916,2457277.789,26.1,0.034,0.321,19.225
2015_2081,2015,0.0037823542952537537,2457299.5,39.85634231567383,0.05417603626847267,0.226871058344841,18.701171875,2457298.947,51.677,0.027,0.131,18.675
2015_2096,2015,0.01106056198477745,2457301.5,31.19417381286621,0.05922090634703636,0.13548973202705383,19.072185516357422,2457304.763,20.002,0.0,0.457,19.076
2016_0010,2016,0.007014662493020296,2457440.75,37.42425537109375,0.22974058985710144,0.94208824634552,18.621015548706055,2457438.913,33.557,0.169,0.599,18.539
2016_0018,2016,0.0003487211070023477,2457489.75,50.60420227050781,0.8440734148025513,0.829719066619873,17.27227783203125,2457487.246,64.87,0.543,0.383,17.268
2016_0019,2016,0.00022269622422754765,2457440.75,20.202226638793945,0.7591460943222046,0.8265708684921265,16.632217407226562,2457437.521,24.685,0.419,0.301,16.632
2016_0124,2016,0.012893044389784336,2457438.75,12.893362045288086,0.0668150782585144,0.3095453679561615,18.766305923461914,2457438.923,13.338,0.068,0.327,18.8
2016_0153,2016,0.002869641873985529,2457439.75,22.447410583496094,0.05768449977040291,0.1275312453508377,18.324541091918945,2457441.428,9.439,0.191,0.701,18.319
2016_0163,2016,0.004464979749172926,2457448.0,28.12393569946289,0.04738479107618332,0.15233846008777618,18.41790008544922,2457447.461,21.974,0.055,0.167,18.397
2016_0207,2016,0.0025041785556823015,2457451.75,95.64653015136719,0.08274964988231659,0.10652278363704681,18.302379608154297,2457455.754,46.009,0.181,0.347,18.302
2016_0237,2016,0.0007838719757273793,2457449.0,4.89451789855957,1.4087070226669312,0.6431841850280762,17.156879425048828,2457456.453,28.867,0.263,0.052,17.16
2016_0306,2016,0.02598734200000763,2457576.5,1.6733030080795288,1.0509530305862427,0.8052201271057129,19.393705368041992,2457467.868,42.003,0.366,0.464,19.135
2016_0313,2016,0.0001237413816852495,2457484.75,20.919870376586914,0.6333757638931274,0.813027560710907,16.824127197265625,2457484.064,22.452,0.523,0.612,16.826
2016_0326,2016,0.0027827087324112654,2457455.75,29.815292358398438,0.1756778210401535,0.30761972069740295,18.764404296875,2457455.516,37.935,0.116,0.196,18.769
2016_0374,2016,0.004045368172228336,2457458.75,1.8739798069000244,0.21886616945266724,0.6158509254455566,18.59237289428711,2457458.82,4.598,0.066,0.173,18.615
2016_0440,2016,0.012264661490917206,2457466.0,29.64234161376953,0.09953373670578003,0.37292540073394775,19.19519805908203,2457465.54,25.18,0.136,0.505,19.182
2016_0445,2016,0.0013016575248911977,2457474.75,30.686641693115234,0.8204459547996521,0.78999924659729,17.930688858032227,2457481.137,58.331,0.349,0.243,17.935
2016_0521,2016,0.004408581648021936,2457474.75,5.897012710571289,0.15247811377048492,0.31892654299736023,18.31256675720215,2457474.672,11.44,0.058,0.121,18.335
2016_0528,2016,0.012322675436735153,2457476.75,107.53843688964844,0.018748341128230095,0.08606301248073578,18.860441207885742,2457479.1,32.933,0.0,0.379,18.805
2016_0546,2016,0.0002514666994102299,2457497.75,16.94853401184082,0.9641068577766418,0.8298425674438477,17.135801315307617,2457499.681,26.573,0.601,0.369,17.142
2016_0550,2016,9.935225534718484e-05,2457479.75,2.495248556137085,1.0661945343017578,0.7128558158874512,16.38585090637207,2457479.847,7.797,0.18,0.046,16.385
2016_0579,2016,0.010637662373483181,2457491.75,15.3026704788208,0.26196467876434326,0.5063043236732483,19.137557983398438,2457490.757,33.387,0.068,0.129,19.126
2016_0596,2016,0.02492505870759487,2457486.75,87.3322982788086,0.009818850085139275,0.0889279842376709,19.130176544189453,2457486.735,74.803,0.01,0.078,18.959
