2457085.83966 20.145 0.130 4.91 507.0 667.68 774.51
2457088.87753 20.018 0.101 4.99 317.0 667.68 774.51
2457092.80444 20.131 0.131 5.31 446.0 667.68 774.51
2457099.82464 20.149 0.104 5.79 230.0 667.68 774.51
2457108.83127 20.172 0.183 11.29 286.0 667.68 774.51
2457109.77928 20.148 0.123 7.86 230.0 667.68 774.51
2457111.87751 20.126 0.077 4.37 207.0 667.68 774.51
2457113.78514 20.179 0.085 4.33 277.0 667.68 774.51
2457116.83370 20.329 0.134 4.70 380.0 667.68 774.51
2457120.72634 20.369 0.162 5.46 448.0 667.68 774.51
2457126.91691 20.201 0.084 3.52 316.0 667.68 774.51
2457131.82205 20.118 0.063 3.41 224.0 667.68 774.51
2457134.89985 20.168 0.090 4.47 255.0 667.68 774.51
2457137.74652 20.189 0.073 4.34 201.0 667.68 774.51
2457139.86583 20.076 0.078 4.39 226.0 667.68 774.51
2457142.66099 20.012 0.101 5.09 360.0 667.68 774.51
2457144.88825 20.095 0.111 4.62 379.0 667.68 774.51
2457147.65053 20.130 0.246 9.28 699.0 667.68 774.51
2457153.68952 20.109 0.086 4.85 261.0 667.68 774.51
2457155.70092 19.878 0.078 4.95 247.0 667.68 774.51
2457157.89049 19.972 0.077 4.23 257.0 667.68 774.51
2457159.87004 19.870 0.082 5.43 232.0 667.68 774.51
2457161.86098 19.831 0.054 3.38 251.0 667.68 774.51
2457163.81311 19.910 0.069 4.18 243.0 667.68 774.51
2457166.83395 19.876 0.077 4.77 271.0 667.68 774.51
2457170.66780 19.954 0.074 4.46 260.0 667.68 774.51
2457173.59304 19.923 0.142 6.19 560.0 667.68 774.51
2457174.84239 20.137 0.133 4.49 496.0 667.68 774.51
2457179.86763 19.652 0.087 5.38 400.0 667.68 774.51
2457181.71359 19.558 0.059 5.11 235.0 667.68 774.51
2457183.57192 19.471 0.066 7.07 208.0 667.68 774.51
2457184.85298 19.378 0.051 5.31 224.0 667.68 774.51
2457186.86303 19.159 0.046 5.00 296.0 667.68 774.51
2457188.77203 18.996 0.041 5.62 247.0 667.68 774.51
2457190.73226 18.690 0.027 4.47 261.0 667.68 774.51
2457191.81080 18.490 0.028 6.07 236.0 667.68 774.51
2457197.63717 18.603 0.022 4.85 186.0 667.68 774.51
2457199.53417 18.949 0.048 6.49 341.0 667.68 774.51
2457200.77200 19.080 0.036 3.80 317.0 667.68 774.51
2457206.55084 19.828 0.166 5.87 816.0
2457207.80359 19.523 0.110 6.72 556.0
2457207.82403 19.761 0.105 4.81 598.0
2457211.72084 19.697 0.059 4.72 219.0
2457217.81086 19.800 0.079 5.55 241.0
2457221.47609 20.123 0.158 7.62 362.0
2457222.81124 19.838 0.084 5.47 274.0
2457225.47371 20.456 0.216 6.08 517.0
2457227.56092 19.967 0.080 5.51 226.0
2457229.56182 20.007 0.077 4.36 298.0
2457236.53042 19.944 0.110 5.82 290.0
2457252.67685 19.968 0.079 5.06 231.0
2457257.55907 20.104 0.095 4.29 378.0
2457258.57548 19.970 0.119 5.57 383.0
2457264.55639 20.310 0.126 4.43 373.0
2457268.64259 20.198 0.080 4.18 228.0
2457272.52109 20.038 0.117 6.65 242.0
2457278.50242 20.161 0.147 7.40 254.0
2457294.59222 20.404 0.288 11.15 623.0
2457313.51344 20.373 0.202 6.11 507.0
2457324.50563 20.106 0.179 8.09 388.0
2457325.53503 20.059 0.151 6.90 382.0
2457332.51188 20.329 0.178 5.85 450.0
