OGLE-2017-BLG-1370

Field          BLG500.17
StarNo         91201
RA(J2000.0)    17:54:43.31
Dec(J2000.0)   -28:35:45.1
Remarks        

  Tmax   2457954.374     0.006
  tau          7.869     0.303
  umin         0.084     0.004
  Amax        11.878     0.602
  Dmag         2.687     0.000
  fbl          0.413     0.022
  I_bl        18.715     0.001
  I0          19.674     0.057
