2455261.83686 18.399 0.035 4.04 571.0
2455262.87437 18.550 0.086 5.63 1689.0
2455265.89609 18.444 0.042 4.03 881.0
2455266.89745 18.600 0.045 4.90 502.0
2455267.86906 18.478 0.037 4.59 419.0
2455268.81881 18.546 0.039 4.80 415.0
2455269.83520 18.436 0.028 3.68 390.0
2455270.80173 18.364 0.036 5.15 428.0
2455271.83639 18.440 0.033 4.25 449.0
2455272.84161 18.562 0.038 4.51 362.0
2455273.84059 18.434 0.035 4.91 367.0
2455274.84498 18.409 0.034 4.69 396.0
2455275.85332 18.571 0.041 4.69 438.0
2455276.80944 18.461 0.033 4.34 387.0
2455277.86547 18.494 0.040 4.96 392.0
2455278.84859 18.552 0.051 6.27 407.0
2455279.84281 18.406 0.030 4.13 374.0
2455280.80991 18.483 0.032 3.59 409.0
2455281.82956 18.476 0.031 3.78 393.0
2455282.85217 18.414 0.036 4.90 413.0
2455283.81235 18.426 0.041 4.53 574.0
2455283.90352 18.467 0.035 5.15 390.0
2455284.81805 18.515 0.076 7.75 660.0
2455285.80868 18.648 0.052 4.47 750.0
2455286.82492 18.586 0.073 5.99 703.0
2455286.91831 18.510 0.057 4.36 1192.0
2455287.87754 18.487 0.035 3.26 620.0
2455288.87921 18.475 0.038 3.72 642.0
2455289.80978 18.544 0.049 5.08 684.0
2455293.88433 18.444 0.039 3.90 597.0
2455295.78006 18.496 0.031 4.45 321.0
2455297.85495 18.454 0.024 3.01 316.0
2455299.87842 18.458 0.024 3.51 344.0
2455303.92900 18.436 0.036 4.49 460.0
2455307.70310 18.438 0.035 4.73 430.0
2455309.75874 18.519 0.038 5.47 363.0
2455311.88173 18.587 0.041 5.05 408.0
2455313.90480 18.466 0.054 5.99 638.0
2455315.77862 18.466 0.044 4.18 808.0
2455320.89317 18.447 0.070 4.18 2365.0
2455322.86141 18.483 0.038 4.57 532.0
2455324.66072 18.509 0.053 6.43 501.0
2455325.79271 18.510 0.031 3.77 342.0
2455326.91941 18.410 0.038 4.49 534.0
2455328.79766 18.583 0.036 4.04 405.0
2455334.93302 18.546 0.043 5.26 495.0
2455337.81462 18.421 0.037 4.88 437.0
2455339.85962 18.598 0.064 6.05 656.0
2455341.62957 18.605 0.043 3.95 680.0
2455342.75238 18.558 0.049 4.88 607.0
2455343.78566 18.520 0.048 4.58 833.0
2455348.93225 18.553 0.076 7.45 708.0
2455351.85417 18.490 0.039 4.42 530.0
2455354.67997 18.479 0.038 4.80 380.0
2455357.90254 18.591 0.058 6.14 555.0
2455362.89890 18.684 0.061 5.66 591.0
2455369.77855 18.621 0.071 5.97 784.0
2455379.50975 18.565 0.047 5.82 386.0
2455380.52115 18.410 0.037 5.36 381.0
2455381.59343 18.601 0.067 7.59 457.0
2455386.53173 18.482 0.036 4.01 457.0
2455387.49511 18.432 0.033 3.90 668.0
2455387.56612 18.500 0.031 4.38 455.0
2455387.63884 18.501 0.023 3.38 364.0
2455389.78887 18.497 0.039 5.41 339.0
2455392.84165 18.545 0.054 6.37 431.0
2455403.64185 18.398 0.045 3.90 1080.0
2455407.57942 18.528 0.047 6.15 340.0
2455410.63895 18.531 0.031 4.36 283.0
2455414.76314 18.709 0.045 5.67 390.0
2455426.52173 18.485 0.034 4.02 452.0
2455435.54069 18.648 0.053 5.66 451.0
2455443.68200 18.663 0.045 5.21 382.0
2455449.53687 18.502 0.042 5.73 354.0
2455457.59384 18.649 0.053 5.10 839.0
2455459.55957 18.463 0.038 4.21 517.0
2455461.51834 18.449 0.093 5.62 2191.0
2455463.51057 18.522 0.039 4.28 517.0
2455464.50077 18.513 0.041 4.95 424.0
2455469.52404 18.494 0.031 3.72 384.0
2455472.52159 18.548 0.066 7.37 476.0
2455477.52780 18.442 0.051 6.86 464.0
2455481.49726 18.656 0.081 7.54 629.0
2455486.54326 18.518 0.063 5.96 686.0
2455489.53776 18.491 0.065 7.33 673.0
2455495.54543 18.508 0.064 7.37 556.0
2455621.88711 18.570 0.034 4.29 393.0
2455625.86006 18.470 0.034 4.49 381.0
2455626.89027 18.465 0.039 5.11 404.0
2455628.83554 18.537 0.038 4.91 386.0
2455629.90232 18.569 0.042 4.31 544.0
2455631.89147 18.570 0.067 7.75 420.0
2455633.84544 18.575 0.039 4.57 427.0
2455635.87830 18.437 0.040 5.28 443.0
2455638.81795 18.571 0.047 4.80 577.0
2455640.83154 18.658 0.057 5.02 617.0
2455642.84730 18.691 0.045 4.20 570.0
2455644.80577 18.689 0.055 4.98 674.0
2455649.81196 18.508 0.036 5.50 322.0
2455651.76959 18.548 0.033 4.14 348.0
2455653.89556 18.579 0.033 4.13 321.0
2455655.83443 18.500 0.034 4.35 363.0
2455657.86450 18.535 0.030 4.13 333.0
2455659.75408 18.407 0.031 4.93 346.0
2455660.83876 18.514 0.032 4.85 316.0
2455665.85474 18.683 0.048 6.08 327.0
2455670.88724 18.496 0.042 4.24 702.0
2455677.76558 18.525 0.032 4.05 391.0
2455681.76992 18.491 0.031 4.63 324.0
2455684.89674 18.626 0.037 3.98 372.0
2455689.71913 18.476 0.034 5.26 356.0
2455696.63535 18.531 0.049 4.50 725.0
2455698.77907 18.442 0.048 5.24 843.0
2455708.62930 18.528 0.050 6.58 552.0
2455713.86472 18.498 0.045 6.46 404.0
2455721.77039 18.574 0.037 4.57 378.0
2455724.65412 18.660 0.056 5.68 491.0
2455736.79175 18.473 0.029 3.97 351.0
2455739.62598 18.468 0.038 5.89 318.0
2455741.72246 18.584 0.033 4.35 309.0
2455744.73629 18.416 0.034 5.69 315.0
2455747.62064 18.565 0.055 7.04 380.0
