OGLE-2011-BLG-0849

Field          BLG632.13
StarNo         88916
RA(J2000.0)    17:44:51.35
Dec(J2000.0)   -23:41:30.4
Remarks        

  Tmax   2455735.707     0.452
  tau         55.434     0.791
  umin         0.774     0.004
  Amax         1.566     0.006
  Dmag         0.487     0.001
  fbl          1.000     0.000
  I_bl        18.101     0.002
  I0          18.101     0.002
