OGLE-2012-BLG-0057

Field          BLG512.16
StarNo         111202
RA(J2000.0)    18:00:20.14
Dec(J2000.0)   -28:37:38.6
Remarks        

  Tmax   2456016.403     0.013
  tau         37.650     0.173
  umin         0.351     0.003
  Amax         2.976     0.020
  Dmag         1.184     0.000
  fbl          0.891     0.008
  I_bl        16.754     0.000
  I0          16.879     0.010
