OGLE-2011-BLG-0147

Field          BLG534.03
StarNo         3875
RA(J2000.0)    17:52:48.14
Dec(J2000.0)   -31:39:19.5
Remarks        

  Tmax   2455665.676     0.084
  tau         20.922     0.115
  umin         1.148     0.002
  Amax         1.253     0.001
  Dmag         0.245     0.000
  fbl          1.000     0.000
  I_bl        16.747     0.000
  I0          16.747     0.000
