2457412.87395 16.643 0.015 7.23 1309.0
2457415.86471 16.624 0.010 7.43 551.0
2457416.86347 16.612 0.011 7.31 788.0
2457424.85432 16.632 0.006 4.88 371.0
2457425.84936 16.635 0.009 6.15 472.0
2457426.84872 16.624 0.010 7.45 472.0
2457427.84322 16.600 0.008 5.97 415.0
2457427.88662 16.618 0.010 5.50 954.0
2457428.83894 16.625 0.007 4.94 373.0
2457428.87905 16.619 0.007 4.38 434.0
2457430.85970 16.624 0.006 4.76 586.0
2457432.83736 16.623 0.007 4.90 351.0
2457433.83589 16.631 0.007 5.07 352.0
2457434.89144 16.602 0.009 4.32 1010.0
2457435.83852 16.627 0.009 7.22 505.0
2457436.83211 16.604 0.007 5.70 337.0
2457437.83096 16.608 0.006 4.54 308.0
2457437.87111 16.628 0.007 4.98 266.0
2457438.82563 16.636 0.008 5.31 542.0
2457438.86444 16.617 0.007 4.66 338.0
2457439.82367 16.631 0.009 6.10 605.0
2457439.86473 16.648 0.008 5.56 474.0
2457440.82089 16.625 0.008 4.29 727.0
2457440.86314 16.605 0.007 3.76 584.0
2457441.82028 16.640 0.009 5.56 699.0
2457441.86516 16.642 0.007 4.14 560.0
2457442.81269 16.609 0.010 6.35 656.0
2457442.85776 16.616 0.008 4.54 562.0
2457443.81240 16.627 0.010 6.16 623.0
2457443.89902 16.623 0.008 5.22 611.0
2457444.81112 16.641 0.009 5.75 538.0
2457445.80989 16.607 0.008 5.58 534.0
2457445.84721 16.619 0.007 4.74 448.0
2457445.88690 16.629 0.007 4.71 387.0
2457446.83158 16.636 0.007 4.19 431.0
2457446.87151 16.628 0.006 3.60 393.0
2457447.80651 16.632 0.007 4.78 498.0
2457447.84335 16.624 0.007 4.20 394.0
2457447.88113 16.614 0.006 3.92 385.0
2457448.82112 16.633 0.007 4.71 523.0
2457448.86369 16.629 0.007 4.27 542.0
2457448.90894 16.626 0.008 4.22 1021.0
2457451.81104 16.639 0.008 4.50 701.0
2457451.86952 16.624 0.008 4.75 604.0
2457452.79642 16.629 0.006 3.95 385.0
2457452.84159 16.617 0.006 3.64 326.0
2457452.88838 16.629 0.006 4.66 285.0
2457453.80896 16.612 0.006 4.11 330.0
2457453.86304 16.625 0.006 3.85 297.0
2457453.90698 16.598 0.008 3.85 1375.0
2457454.88867 16.634 0.007 5.57 288.0
2457455.81700 16.625 0.007 5.02 286.0
2457455.86196 16.637 0.007 5.59 282.0
2457456.79046 16.645 0.008 5.74 405.0
2457456.83702 16.618 0.007 4.79 343.0
2457456.89163 16.626 0.007 4.78 325.0
2457457.79873 16.666 0.007 4.72 422.0
2457457.84811 16.619 0.007 4.66 414.0
2457457.90285 16.635 0.008 5.45 447.0
2457458.81242 16.621 0.008 5.49 335.0
2457458.86706 16.618 0.007 5.42 272.0
2457460.78062 16.636 0.007 5.26 349.0
2457460.82645 16.649 0.007 4.56 354.0
2457460.88219 16.610 0.006 4.53 312.0
2457461.78394 16.630 0.006 4.07 344.0
2457461.82849 16.625 0.006 3.84 294.0
2457461.89229 16.625 0.006 3.68 278.0
2457462.78165 16.632 0.007 4.61 408.0
2457462.83019 16.624 0.006 4.14 322.0
2457462.88964 16.616 0.006 4.21 286.0
2457463.82760 16.615 0.006 4.40 309.0
2457463.88945 16.613 0.006 4.29 305.0
