OGLE-2014-BLG-0044

Field          BLG511.25
StarNo         93929
RA(J2000.0)    18:00:09.97
Dec(J2000.0)   -27:16:33.4
Remarks        

  Tmax   2456736.255     0.365
  tau        471.085    25.747
  umin         0.096     0.006
  Amax        10.422     0.683
  Dmag         2.545     0.000
  fbl          0.103     0.007
  I_bl        18.576     0.001
  I0          21.048     0.077
