OGLE-2011-BLG-0636

Field          BLG502.30
StarNo         38831
RA(J2000.0)    17:51:08.55
Dec(J2000.0)   -32:55:46.8
Remarks        

  Tmax   2455747.879     0.112
  tau         49.070     1.874
  umin         0.584     0.035
  Amax         1.923     0.090
  Dmag         0.710     0.000
  fbl          0.373     0.035
  I_bl        16.231     0.000
  I0          17.303     0.103
