2452125.61380 17.172 0.026
2452129.68870 17.129 0.015
2452132.63009 17.163 0.016
2452136.53431 17.137 0.022
2452141.54536 17.146 0.014
2452144.63573 17.150 0.016
2452160.60373 17.124 0.019
2452187.60060 17.184 0.024
2452347.82942 17.133 0.017
2452357.85632 17.148 0.016
2452372.84479 17.136 0.016
2452383.80366 17.136 0.015
2452386.88825 17.123 0.015
2452391.85445 17.158 0.021
2452397.74512 17.159 0.015
2452401.82496 17.123 0.017
2452403.90260 17.166 0.016
2452405.88995 17.144 0.018
2452415.88317 17.144 0.021
2452424.81445 17.143 0.017
2452428.84318 17.128 0.015
2452432.85739 17.185 0.024
2452434.72836 17.152 0.016
2452436.78893 17.155 0.017
2452438.75171 17.143 0.016
2452441.72849 17.113 0.012
2452445.63010 17.136 0.016
2452448.64442 17.150 0.019
2452455.69270 17.116 0.013
2452459.61296 17.172 0.014
2452466.69887 17.152 0.018
2452468.64105 17.112 0.013
2452470.64803 17.166 0.018
2452472.67821 17.105 0.014
2452484.62397 17.172 0.019
2452486.71601 17.186 0.024
2452490.68257 17.133 0.018
2452493.64582 17.186 0.017
2452495.71602 17.153 0.015
2452498.51144 17.143 0.014
2452500.54470 17.122 0.016
2452502.56724 17.126 0.016
2452508.66766 17.139 0.020
2452512.61373 17.143 0.019
2452517.60992 17.161 0.017
2452520.58282 17.108 0.015
2452526.67157 17.148 0.015
2452538.49475 17.183 0.021
2452547.59222 17.157 0.023
2452552.49523 17.183 0.022
2452556.58012 17.107 0.021
2452563.58313 17.150 0.030
2452574.55225 17.116 0.021
2452707.86295 17.130 0.017
2452714.90263 17.139 0.015
2452729.83684 17.145 0.018
2452733.91609 17.127 0.019
2452744.91423 17.137 0.014
2452753.88950 17.145 0.018
2452757.78682 17.081 0.017
2452760.93404 17.093 0.022
2452767.79148 17.205 0.023
2452770.82919 17.091 0.020
2452783.72366 17.135 0.016
2452785.82749 17.131 0.019
2452786.82053 17.127 0.020
2452790.68224 17.127 0.015
2452793.64997 17.169 0.018
2452796.82930 17.137 0.015
2452797.92952 17.118 0.014
2452810.89223 17.137 0.019
2452812.71555 17.151 0.021
2452813.80688 17.119 0.017
2452814.74664 17.120 0.017
2452816.60345 17.135 0.016
2452818.58615 17.112 0.016
2452820.79052 17.123 0.016
2452826.75607 17.106 0.014
2452837.63654 17.050 0.021
2452841.71531 17.148 0.017
2452843.64136 17.148 0.019
2452845.65602 17.173 0.019
2452850.52418 17.118 0.016
2452852.53640 17.179 0.025
2452854.53696 17.081 0.019
2452856.72583 17.132 0.025
2452858.68324 17.128 0.016
2452859.60381 17.105 0.022
2452863.57034 17.112 0.018
2452865.67248 17.120 0.017
2452867.71630 17.172 0.019
2452878.67114 17.177 0.017
2452884.65436 17.152 0.020
2452895.66432 17.130 0.016
2452904.59715 17.172 0.026
2452909.62647 17.087 0.017
2452918.54398 17.151 0.023
2452930.57242 17.168 0.026
2453060.83267 17.151 0.022
2453066.83025 17.080 0.015
2453068.88775 17.052 0.014
2453072.80691 17.100 0.016
2453076.79021 17.122 0.025
2453077.89633 17.054 0.021
2453081.85294 17.072 0.015
2453084.81932 17.091 0.015
2453086.88273 17.053 0.015
2453088.87119 17.067 0.014
2453090.78354 17.050 0.013
2453097.89897 17.021 0.013
2453099.81086 17.044 0.016
2453101.88806 17.042 0.015
2453103.84783 17.008 0.014
2453104.83226 17.038 0.025
2453107.83680 17.003 0.014
2453108.92112 16.997 0.015
2453114.88034 16.976 0.015
2453116.78638 16.971 0.016
2453124.86401 16.953 0.019
2453126.74495 16.931 0.012
2453130.81363 16.886 0.016
2453131.76027 16.913 0.018
2453135.76952 16.880 0.011
2453138.77805 16.889 0.014
2453140.74644 16.890 0.013
2453141.80922 16.902 0.013
2453142.88240 16.879 0.014
2453144.90422 16.885 0.015
2453147.74866 16.918 0.018
2453151.87642 16.873 0.013
2453152.87366 16.927 0.016
2453153.88102 16.917 0.017
2453156.93306 16.928 0.016
2453158.93370 16.991 0.023
2453162.89030 16.911 0.015
2453163.88750 16.943 0.015
2453164.86497 16.904 0.014
2453165.64704 16.910 0.011
2453167.72942 17.002 0.018
2453168.80322 16.939 0.012
2453169.78562 16.987 0.017
2453171.59093 16.999 0.014
2453173.77152 16.960 0.015
2453174.82737 16.978 0.013
2453175.89057 17.005 0.017
2453178.55943 17.028 0.019
2453179.83890 16.992 0.016
2453180.84613 16.986 0.013
2453182.90344 16.977 0.018
2453183.87412 16.994 0.020
2453184.48268 17.036 0.020
2453185.54544 16.994 0.015
2453193.67169 17.089 0.023
2453194.47711 17.121 0.028
2453195.72666 17.023 0.012
2453196.76351 17.016 0.014
2453197.72295 17.035 0.015
2453201.80453 17.074 0.014
2453202.74663 17.038 0.015
2453203.79569 17.034 0.013
2453205.65783 17.064 0.012
2453206.67438 17.066 0.014
2453210.68126 17.050 0.014
2453211.73145 17.105 0.017
2453218.71780 17.101 0.021
2453224.60692 17.076 0.013
2453229.68082 17.048 0.014
2453231.72346 17.103 0.021
2453239.57720 17.084 0.014
2453240.58564 17.117 0.017
2453245.69946 17.117 0.022
2453247.55918 17.150 0.021
2453249.68570 17.094 0.019
2453251.58104 17.116 0.016
2453254.66407 17.114 0.020
2453257.59829 17.113 0.015
2453261.53710 17.117 0.016
2453265.61237 17.128 0.017
2453267.64977 17.109 0.017
2453272.49907 17.134 0.017
2453276.57950 17.176 0.024
2453279.58821 17.118 0.020
2453283.52204 17.147 0.016
2453289.57500 17.275 0.021
2453778.89044 17.085 0.019
