2456834.78744 20.265 0.205 6.58 486.0 81.55 482.72
2456835.83921 19.976 0.146 6.78 456.0 81.55 482.72
2456837.49713 19.969 0.147 5.12 781.0 81.55 482.72
2456838.49267 19.810 0.154 6.09 674.0 81.55 482.72
2456839.50342 19.774 0.155 6.85 629.0 81.55 482.72
2456840.54988 19.820 0.162 7.29 562.0 81.55 482.72
2456841.67747 19.807 0.085 4.36 446.0 81.55 482.72
2456842.71942 19.942 0.110 5.02 437.0 81.55 482.72
2456844.75412 20.023 0.113 5.13 425.0 81.55 482.72
2456845.73549 19.778 0.077 3.98 470.0 81.55 482.72
2456847.69359 19.933 0.111 3.93 646.0 81.55 482.72
2456851.68169 19.844 0.131 4.92 776.0 81.55 482.72
2456852.77079 19.638 0.187 7.83 877.0 81.55 482.72
2456855.81098 19.688 0.091 5.85 446.0 81.55 482.72
2456857.49053 19.521 0.070 4.22 486.0 81.55 482.72
2456858.54774 19.738 0.079 4.28 394.0 81.55 482.72
2456859.74051 19.722 0.119 6.48 492.0 81.55 482.72
2456863.60489 19.563 0.058 4.21 362.0 81.55 482.72
2456864.67795 19.496 0.067 5.61 357.0 81.55 482.72
2456871.54066 19.300 0.060 4.54 465.0 81.55 482.72
2456880.56583 18.728 0.057 5.57 785.0 81.55 482.72
2456882.51958 18.472 0.033 5.38 389.0 81.55 482.72
2456884.71046 18.313 0.027 5.60 433.0 81.55 482.72
2456886.61003 18.145 0.021 4.42 421.0 81.55 482.72
2456888.51916 17.805 0.016 4.59 354.0 81.55 482.72
2456889.70159 17.931 0.020 6.33 388.0 81.55 482.72
2456891.63232 18.060 0.023 5.86 397.0 81.55 482.72
2456896.61421 18.540 0.031 5.09 390.0 81.55 482.72
2456907.57586 19.379 0.080 5.09 590.0
2456915.58090 19.444 0.092 6.47 439.0
2456922.51493 19.642 0.111 5.76 504.0
2456925.52811 19.604 0.121 7.07 449.0
2456928.51602 19.844 0.183 7.77 560.0
2456936.55419 19.928 0.158 6.20 715.0
2456940.52590 19.842 0.138 5.57 623.0
2456947.50916 20.118 0.163 6.21 505.0
2456951.55340 19.838 0.143 6.77 606.0
2456955.50223 19.850 0.137 5.67 617.0
