OGLE-2011-BLG-0079

Field          BLG501.03
StarNo         51485
RA(J2000.0)    17:52:45.35
Dec(J2000.0)   -30:25:39.8
Remarks        

  Tmax   2455647.481     0.199
  tau         48.215     1.956
  umin         0.471     0.031
  Amax         2.296     0.127
  Dmag         0.903     0.000
  fbl          0.408     0.039
  I_bl        17.972     0.001
  I0          18.944     0.104
