2455265.81251 18.805 0.031 3.97 313.0
2455266.79609 18.790 0.038 4.80 362.0
2455267.78687 18.778 0.033 4.50 314.0
2455268.82630 18.791 0.033 4.45 312.0
2455269.77248 18.789 0.035 4.64 338.0
2455270.76156 18.766 0.039 5.28 334.0
2455271.84391 18.806 0.032 3.53 342.0
2455272.75785 18.882 0.056 6.91 347.0
2455273.81683 18.787 0.032 4.53 274.0
2455274.78262 18.789 0.042 5.54 330.0
2455275.82946 18.848 0.042 5.03 341.0
2455276.76422 18.770 0.036 4.77 311.0
2455276.89165 18.814 0.032 3.87 282.0
2455277.80062 18.853 0.040 4.95 310.0
2455278.77220 18.855 0.046 5.72 337.0
2455279.77987 18.864 0.054 6.59 331.0
2455280.86331 18.783 0.029 3.34 319.0
2455281.76642 18.782 0.039 4.34 420.0
2455281.90119 18.727 0.030 3.45 326.0
2455282.77882 18.746 0.043 4.66 472.0
2455283.72958 18.714 0.052 5.51 605.0
2455284.88205 18.839 0.041 4.40 434.0
2455285.72410 18.827 0.070 6.30 929.0
2455285.73097 18.800 0.066 5.67 892.0
2455286.73537 18.789 0.054 4.40 777.0
2455287.74451 18.814 0.046 4.42 668.0
2455288.72103 18.727 0.049 4.47 813.0
2455292.78867 18.792 0.046 3.92 931.0
2455293.79948 18.781 0.038 4.67 313.0
2455294.74662 18.803 0.035 4.80 276.0
2455294.78402 18.794 0.028 3.45 257.0
2455294.82121 18.765 0.026 3.37 254.0
2455294.85128 18.861 0.032 4.01 275.0
2455294.89105 18.824 0.029 3.86 279.0
2455295.74759 18.818 0.033 4.45 254.0
2455295.78596 18.767 0.029 4.09 237.0
2455295.82442 18.755 0.029 3.87 252.0
2455295.86236 18.794 0.027 3.47 257.0
2455295.90194 18.783 0.029 3.63 266.0
2455296.79185 18.774 0.028 3.48 263.0
2455296.82632 18.754 0.026 3.20 272.0
2455296.86373 18.733 0.024 3.15 252.0
2455296.90385 18.879 0.036 4.55 259.0
2455297.78498 18.750 0.030 4.30 277.0
2455297.82301 18.795 0.030 3.84 270.0
2455297.86080 18.766 0.026 3.13 245.0
2455297.89991 18.736 0.028 4.01 273.0
2455298.78586 18.780 0.029 3.61 294.0
2455298.82372 18.789 0.029 3.65 285.0
2455298.86166 18.824 0.035 4.34 287.0
2455298.90113 18.831 0.031 4.03 281.0
2455299.73268 18.819 0.028 4.58 249.0
2455299.77031 18.826 0.031 4.46 227.0
2455299.80807 18.761 0.026 4.42 235.0
2455299.84581 18.807 0.025 4.10 233.0
2455299.88472 18.797 0.029 4.16 240.0
2455300.84144 18.784 0.029 3.73 284.0
2455300.88113 18.717 0.029 3.89 295.0
2455300.91999 18.795 0.034 3.92 353.0
2455301.77494 18.848 0.039 5.29 288.0
2455301.81227 18.787 0.031 4.09 293.0
2455301.84979 18.776 0.037 5.17 306.0
2455301.89003 18.827 0.039 5.39 317.0
2455303.89765 18.861 0.041 5.24 345.0
2455304.73529 18.827 0.049 5.73 415.0
2455304.77462 18.766 0.033 4.16 364.0
2455306.70802 18.797 0.032 4.32 319.0
2455306.77213 18.873 0.033 4.12 263.0
2455306.83524 18.761 0.026 3.44 270.0
2455306.87443 18.843 0.031 3.89 277.0
2455306.91332 18.801 0.030 3.56 310.0
2455307.69778 18.804 0.033 4.29 325.0
2455307.76131 18.704 0.030 3.89 320.0
2455307.82270 18.789 0.030 3.69 336.0
2455307.86205 18.763 0.031 3.77 361.0
2455307.90172 18.769 0.033 4.20 347.0
2455308.68905 18.751 0.036 4.89 345.0
2455308.75090 18.816 0.035 4.52 301.0
2455308.81243 18.791 0.030 3.94 263.0
2455308.85033 18.821 0.031 4.29 259.0
2455309.68680 18.866 0.046 5.31 380.0
2455309.75184 18.741 0.029 3.88 278.0
2455309.82240 18.767 0.030 3.87 274.0
2455309.86649 18.792 0.031 3.73 292.0
