2456326.87226 19.598 0.143 6.89 635.0 445.27 97.88
2456329.86849 21.030 0.487 6.37 802.0 445.27 97.88
2456329.88548 20.823 0.570 6.41 1453.0 445.27 97.88
2456334.85648 20.829 0.268 5.74 449.0 445.27 97.88
2456335.84245 20.562 0.226 5.82 467.0 445.27 97.88
2456339.84404 20.187 0.136 5.26 426.0 445.27 97.88
2456340.86379 21.119 0.294 4.58 430.0 445.27 97.88
2456341.84427 20.741 0.351 7.40 471.0 445.27 97.88
2456342.83106 20.953 0.392 7.45 405.0 445.27 97.88
2456345.83118 20.357 0.140 4.47 403.0 445.27 97.88
2456348.82206 19.923 0.117 4.71 664.0 445.27 97.88
2456349.83345 19.960 0.147 4.98 671.0 445.27 97.88
2456350.82262 20.297 0.180 5.32 607.0 445.27 97.88
2456351.82123 20.466 0.219 5.50 574.0 445.27 97.88
2456352.82009 20.164 0.169 5.46 612.0 445.27 97.88
2456353.80018 19.925 0.119 4.92 588.0 445.27 97.88
2456353.84080 20.105 0.130 4.75 514.0 445.27 97.88
2456353.89684 20.249 0.151 5.08 514.0 445.27 97.88
2456354.78071 20.020 0.167 5.98 701.0 445.27 97.88
2456354.87350 20.487 0.156 4.18 515.0 445.27 97.88
2456355.85866 20.851 0.372 4.05 1488.0 445.27 97.88
2456358.82907 20.309 0.135 4.34 469.0 445.27 97.88
2456358.87348 20.570 0.142 3.85 421.0 445.27 97.88
2456360.79551 20.490 0.131 3.82 423.0 445.27 97.88
2456360.83288 20.167 0.103 4.00 413.0 445.27 97.88
2456361.81854 21.403 0.359 4.56 428.0 445.27 97.88
2456362.80390 20.386 0.154 4.71 437.0 445.27 97.88
2456363.81026 20.369 0.173 5.46 432.0 445.27 97.88
2456363.86524 20.286 0.125 4.50 403.0 445.27 97.88
2456367.82056 20.274 0.104 4.19 343.0 445.27 97.88
2456368.80561 20.773 0.173 4.16 367.0 445.27 97.88
2456369.78631 20.060 0.117 5.40 387.0 445.27 97.88
2456370.76491 20.060 0.111 5.42 400.0 445.27 97.88
2456371.78062 20.667 0.168 4.97 339.0 445.27 97.88
2456371.91183 20.519 0.154 4.34 440.0 445.27 97.88
2456372.77336 20.167 0.122 5.11 410.0 445.27 97.88
2456373.78685 20.269 0.187 6.51 455.0 445.27 97.88
2456374.77945 20.079 0.135 5.53 465.0 445.27 97.88
2456375.77855 20.220 0.118 4.26 446.0 445.27 97.88
2456376.75097 19.941 0.130 5.46 589.0 445.27 97.88
2456376.78913 20.800 0.196 3.92 526.0 445.27 97.88
2456376.88401 20.367 0.108 3.56 395.0 445.27 97.88
2456377.75024 20.422 0.171 4.88 625.0 445.27 97.88
2456377.89442 20.174 0.093 3.37 442.0 445.27 97.88
2456379.74704 20.517 0.258 5.23 838.0 445.27 97.88
2456379.87530 20.844 0.250 4.29 606.0 445.27 97.88
2456380.77425 20.005 0.097 3.83 587.0 445.27 97.88
2456380.92367 19.993 0.157 3.34 1867.0 445.27 97.88
2456382.77624 19.964 0.141 5.25 631.0 445.27 97.88
2456382.85563 20.351 0.167 4.86 567.0 445.27 97.88
