OGLE-2011-BLG-0120

Field          BLG511.18
StarNo         86233
RA(J2000.0)    18:05:14.13
Dec(J2000.0)   -27:06:47.4
Remarks        

  Tmax   2455670.185     0.063
  tau         30.337     0.111
  umin         0.843     0.001
  Amax         1.482     0.001
  Dmag         0.427     0.000
  fbl          1.000     0.000
  I_bl        16.965     0.000
  I0          16.965     0.000
