OGLE-2012-BLG-0234

Field          BLG505.23
StarNo         124016
RA(J2000.0)    17:56:01.34
Dec(J2000.0)   -28:59:58.2
Remarks        

  Tmax   2456004.999     0.031
  tau          2.452     0.541
  umin         0.135     0.042
  Amax         7.472     2.275
  Dmag         2.184     0.000
  fbl          0.358     0.121
  I_bl        19.442     0.001
  I0          20.556     0.369
