OGLE-2011-BLG-0260

Field          BLG534.21
StarNo         67060
RA(J2000.0)    17:52:01.11
Dec(J2000.0)   -30:54:59.4
Remarks        

  Tmax   2455698.393     0.010
  tau         29.664     0.301
  umin         0.127     0.002
  Amax         7.951     0.106
  Dmag         2.251     0.000
  fbl          0.801     0.012
  I_bl        18.296     0.001
  I0          18.538     0.017
